,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
3353,-3.0%,JPY,"Thursday, June 21, 2012",,-,Low,JPY Machine Tool Orders (YoY) (May F),-2.9%,-,06:00
3354,2.48B,CHF,"Thursday, June 21, 2012",,-,Medium,CHF Trade Balance (Swiss franc) (MAY),1.26B,d,06:00
3355,1.8%,CHF,"Thursday, June 21, 2012",,-,Low,CHF Exports (MoM) (MAY),-0.7%,u,06:00
3356,-0.1%,CHF,"Thursday, June 21, 2012",,-,Low,CHF Imports (MoM) (MAY),3.1%,u,06:00
3357,45.3,EUR,"Thursday, June 21, 2012",44.5,u,Low,EUR French Purchasing Manager Index Manufacturing (JUN P),44.7,-,07:00
3358,47.3,EUR,"Thursday, June 21, 2012",45.1,u,Low,EUR French Purchasing Manager Index Services (JUN P),45.1,-,07:00
3359,6.2%,CHF,"Thursday, June 21, 2012",,-,Low,CHF Money Supply M3 (YoY) (MAY),6.3%,-,07:00
3360,44.7,EUR,"Thursday, June 21, 2012",45.2,d,Medium,EUR German Purchasing Manager Index Manufacturing (JUN A),45.2,-,07:30
3361,50.3,EUR,"Thursday, June 21, 2012",51.5,d,Medium,EUR German Purchasing Manager Index Services (JUN A),51.8,-,07:30
3362,46.0,EUR,"Thursday, June 21, 2012",45.5,u,Medium,EUR Euro-Zone Purchasing Manager Index Composite (JUN A),46,-,08:00
3363,1.6B,EUR,"Thursday, June 21, 2012",,-,Low,EUR Euro-Zone Current Account n.s.a. (euros) (APR),8.7B,u,08:00
3364,4.6B,EUR,"Thursday, June 21, 2012",,-,Low,EUR Euro-Zone Current Account s.a. (euros) (APR),10.3B,u,08:00
3365,44.8,EUR,"Thursday, June 21, 2012",44.8,-,Medium,EUR Euro-Zone Purchasing Manager Index Manufacturing (JUN A),45.1,-,08:00
3366,46.8,EUR,"Thursday, June 21, 2012",46.4,u,Medium,EUR Euro-Zone Purchasing Manager Index Services (JUN A),46.7,-,08:00
3367,,EUR,"Thursday, June 21, 2012",,-,High,EUR Spanish Bond Auction,,-,08:30
3368,0.9%,GBP,"Thursday, June 21, 2012",0.7%,u,Low,GBP Retail Sales (MoM) (MAY),-1.1%,d,08:30
3369,3.0%,GBP,"Thursday, June 21, 2012",2.7%,u,Medium,GBP Retail Sales (YoY) (MAY),-0.3%,-,08:30
3370,1.4%,GBP,"Thursday, June 21, 2012",1.2%,u,Low,GBP Retail Sales w/Auto Fuel (MoM) (MAY),-2.4%,d,08:30
3371,2.4%,GBP,"Thursday, June 21, 2012",2.1%,u,Medium,GBP Retail Sales w/Auto Fuel (YoY) (MAY),-1.1%,-,08:30
3372,-11,GBP,"Thursday, June 21, 2012",-20,-,Low,GBP CBI Trends Total Orders (JUN),-17,-,10:00
3373,2,GBP,"Thursday, June 21, 2012",,-,Low,GBP CBI Trends Selling Prices (JUN),12,-,10:00
3374,-0.5%,CAD,"Thursday, June 21, 2012",0.2%,d,Medium,CAD Retail Sales (MoM) (APR),0.4%,-,12:30
3375,-0.3%,CAD,"Thursday, June 21, 2012",0.3%,d,Low,CAD Retail Sales Less Autos (MoM) (APR),0.3%,u,12:30
3376,387K,USD,"Thursday, June 21, 2012",383K,d,Low,USD Initial Jobless Claims (JUN 16),389K,d,12:30
3377,3299K,USD,"Thursday, June 21, 2012",3278K,d,Low,USD Continuing Claims (JUN 9),3299K,d,12:30
3378,52.9,USD,"Thursday, June 21, 2012",53.3,d,Medium,USD Markit US PMI Preliminary (JUN),54.0,-,12:58
3379,-19.6,EUR,"Thursday, June 21, 2012",-20,u,Medium,EUR Euro-Zone Consumer Confidence (JUN A),-19.3,-,14:00
3380,-16.6,USD,"Thursday, June 21, 2012",0,d,Medium,USD Philadelphia Fed. (JUN),-5.8,-,14:00
3381,4.55M,USD,"Thursday, June 21, 2012",4.57M,d,Medium,USD Existing Home Sales (MAY),4.62M,-,14:00
3382,-1.5%,USD,"Thursday, June 21, 2012",-1.1%,d,Low,USD Existing Home Sales (MoM) (MAY),3.4%,-,14:00
3383,0.8%,USD,"Thursday, June 21, 2012",0.4%,u,Medium,USD House Price Index (MoM) (APR),1.6%,d,14:00
3384,0.3%,USD,"Thursday, June 21, 2012",0.1%,u,Medium,USD Leading Indicators (MAY),-0.1%,-,14:00
3385,62,USD,"Thursday, June 21, 2012",64,d,Low,USD EIA Natural Gas Storage Change (JUN 15),67,-,14:30
3386,160,NZD,"Thursday, June 21, 2012",,-,Low,NZD Net Migration s.a. (MAY),-800,u,22:45
3387,-1.4%,AUD,"Wednesday, June 20, 2012",,-,Medium,AUD Conference Board Leading Index (APR),-0.2%,d,00:00
3388,0.5%,AUD,"Wednesday, June 20, 2012",,u,Low,AUD Westpac Leading Index (MoM) (APR),0.5%,u,00:30
3389,-0.7%,AUD,"Wednesday, June 20, 2012",,-,Low,AUD DEWR Internet Skilled Vacancies (MoM) (MAY),-0.6%,u,01:00
3390,-12.6%,AUD,"Wednesday, June 20, 2012",-2.3%,d,Medium,AUD Dwelling Starts (1Q),-4.5%,u,01:30
3391,0.1%,JPY,"Wednesday, June 20, 2012",0.1%,-,Medium,JPY All Industry Activity Index (MoM) (APR),-0.3%,-,04:30
3392,-0.3%,EUR,"Wednesday, June 20, 2012",-0.2%,d,Medium,EUR German Producer Prices (MoM) (MAY),0.2%,-,06:00
3393,2.1%,EUR,"Wednesday, June 20, 2012",2.2%,d,High,EUR German Producer Prices (YoY) (MAY),2.4%,-,06:00
3394,,JPY,"Wednesday, June 20, 2012",,-,Medium,JPY BOJ Governor Shirakawa Speech,,-,06:35
3395,1.7%,JPY,"Wednesday, June 20, 2012",,-,Low,JPY Convenience Store Sales (YoY) (MAY),6.1%,-,07:00
3396,-0.5%,EUR,"Wednesday, June 20, 2012",,-,Low,EUR Italian Industrial Sales s.a. (MoM) (APR),0.0%,-,08:00
3397,-4.1%,EUR,"Wednesday, June 20, 2012",,-,Low,EUR Italian Industrial Sales n.s.a. (YoY) (APR),-3.1%,-,08:00
3398,-12.3%,EUR,"Wednesday, June 20, 2012",-8.6%,d,Medium,EUR Italian Industrial Orders n.s.a. (YoY) (APR),-14.3%,-,08:00
3399,-1.9%,EUR,"Wednesday, June 20, 2012",-2.0%,u,Medium,EUR Italian Industrial Orders s.a. (MoM) (APR),3.5%,-,08:00
3400,,GBP,"Wednesday, June 20, 2012",,-,High,GBP Bank of England Minutes,,-,08:30
3401,4.9%,GBP,"Wednesday, June 20, 2012",4.9%,-,Medium,GBP Claimant Count Rate (MAY),4.9%,-,08:30
3402,8.1K,GBP,"Wednesday, June 20, 2012",-3.0K,d,High,GBP Jobless Claims Change (MAY),-12.8K,u,08:30
3403,1.4%,GBP,"Wednesday, June 20, 2012",0.8%,u,Medium,GBP Average Weekly Earnings (3M/YoY) (APR),0.9%,u,08:30
3404,1.8%,GBP,"Wednesday, June 20, 2012",1.8%,-,Low,GBP Weekly Earnings exBonus (3M/YoY) (APR),1.6%,-,08:30
3405,8.2%,GBP,"Wednesday, June 20, 2012",8.2%,-,Medium,GBP ILO Unemployment Rate (3M) (APR),8.2%,-,08:30
3406,166K,GBP,"Wednesday, June 20, 2012",135K,u,Medium,GBP Employment Change (3M/3M) (APR),105K,-,08:30
3407,-1138M,EUR,"Wednesday, June 20, 2012",,-,Low,EUR Italian Current Account (euros) (APR),-2384M,-,09:00
3408,-43.4,CHF,"Wednesday, June 20, 2012",,-,Medium,CHF ZEW Survey (Expectations) (JUN),-4,-,09:00
3409,-0.8%,USD,"Wednesday, June 20, 2012",,-,Low,USD MBA Mortgage Applications (JUN 15),18.0%,-,11:00
3410,2861K,USD,"Wednesday, June 20, 2012",-1300K,u,Low,USD DOE U.S. Crude Oil Inventories (JUN 15),-191K,-,14:30
3411,360K,USD,"Wednesday, June 20, 2012",,-,Low,USD DOE Cushing OK Crude Inventory (JUN 15),-380K,-,14:30
3412,1156K,USD,"Wednesday, June 20, 2012",1000K,u,Low,USD DOE U.S. Distillate Inventory (JUN 15),-63K,-,14:30
3413,943K,USD,"Wednesday, June 20, 2012",1000K,d,Low,USD DOE U.S. Gasoline Inventories (JUN 15),-1724K,-,14:30
3414,0.25%,USD,"Wednesday, June 20, 2012",0.25%,-,High,USD Federal Open Market Committee Rate Decision (JUN 20),0.25%,-,16:30
3415,,USD,"Wednesday, June 20, 2012",,-,High,USD FOMC to Release Projections of Economy and Fed Funds Rate,,-,18:00
3416,,USD,"Wednesday, June 20, 2012",,-,High,USD Fed's Bernanke Holds Press Conference,,-,18:15
3417,3.3%,NZD,"Wednesday, June 20, 2012",,-,Low,NZD ANZ NZ Job Ads (MoM) (MAY),-1.8%,u,22:00
3418,1.1%,NZD,"Wednesday, June 20, 2012",0.4%,u,High,NZD Gross Domestic Product (QoQ) (1Q),0.4%,u,22:45
3419,2.4%,NZD,"Wednesday, June 20, 2012",1.3%,u,High,NZD Gross Domestic Product (YoY) (1Q),1.9%,u,22:45
3420,¥70.8B,JPY,"Wednesday, June 20, 2012",,-,Low,JPY Japan Buying Foreign Bonds (Yen) (JUN 15),-¥158.0B,d,23:50
3421,¥41.1B,JPY,"Wednesday, June 20, 2012",,-,Low,JPY Japan Buying Foreign Stocks (Yen) (JUN 15),¥45.3B,d,23:50
3422,¥412.6B,JPY,"Wednesday, June 20, 2012",,-,Low,JPY Foreign Buying Japan Bonds (Yen) (JUN 15),¥476.6B,d,23:50
3423,¥58.8B,JPY,"Wednesday, June 20, 2012",,-,Low,JPY Foreign Buying Japan Stocks (Yen) (JUN 15),-¥187.2B,d,23:50
3424,,AUD,"Tuesday, June 19, 2012",,-,High,AUD Reserve Bank Board June Minutes,,-,01:30
3425,95.6,JPY,"Tuesday, June 19, 2012",,-,Medium,JPY Leading Index (APR F),95.1,-,05:00
3426,96.9,JPY,"Tuesday, June 19, 2012",,-,Low,JPY Coincident Index (APR F),96.5,-,05:00
3427,92,EUR,"Tuesday, June 19, 2012",92,-,Low,EUR French Business Confidence Indicator (JUN),93,-,06:45
3428,-4,EUR,"Tuesday, June 19, 2012",,-,Low,EUR French Own-Company Production Outlook (JUN),-4,-,06:45
3429,-30,EUR,"Tuesday, June 19, 2012",,-,Low,EUR French Production Outlook Indicator (JUN),-28,d,06:45
3430,1.4%,GBP,"Tuesday, June 19, 2012",,-,Low,GBP ONS House Price (YoY) (APR),-0.4%,-,08:30
3431,-0.1%,GBP,"Tuesday, June 19, 2012",0.1%,d,Medium,GBP Consumer Price Index (MoM) (MAY),0.6%,-,08:30
3432,2.8%,GBP,"Tuesday, June 19, 2012",3.0%,d,High,GBP Consumer Price Index (YoY) (MAY),3.0%,-,08:30
3433,2.2%,GBP,"Tuesday, June 19, 2012",2.3%,d,High,GBP Core Consumer Price Index (YoY) (MAY),2.1%,-,08:30
3434,242.4,GBP,"Tuesday, June 19, 2012",243.0,d,Low,GBP Retail Price Index (MAY),242.5,-,08:30
3435,0.0%,GBP,"Tuesday, June 19, 2012",0.2%,d,Low,GBP Retail Price Index (MoM) (MAY),0.7%,-,08:30
3436,3.1%,GBP,"Tuesday, June 19, 2012",3.3%,d,Medium,GBP Retail Price Index (YoY) (MAY),3.5%,-,08:30
3437,3.1%,GBP,"Tuesday, June 19, 2012",3.3%,d,Low,GBP Retail Price Index Ex Mort Int.Payments (YoY) (MAY),3.5%,-,08:30
3438,-2.7%,EUR,"Tuesday, June 19, 2012",,-,Low,EUR Euro-Zone Construction Output s.a. (MoM) (APR),11.4%,d,09:00
3439,-5.0%,EUR,"Tuesday, June 19, 2012",,-,Low,EUR Euro-Zone Construction Output w.d.a. (YoY) (APR),-2.6%,u,09:00
3440,33.2,EUR,"Tuesday, June 19, 2012",39.0,d,Medium,EUR German ZEW Survey (Current Situation) (JUN),44.1,-,09:00
3441,-20.1,EUR,"Tuesday, June 19, 2012",,-,Medium,EUR Euro-Zone ZEW Survey (Economic Sentiment) (JUN),-2.4,-,09:00
3442,-16.9,EUR,"Tuesday, June 19, 2012",2.3,d,High,EUR German ZEW Survey (Economic Sentiment) (JUN),10.8,-,09:00
3443,1.5%,CAD,"Tuesday, June 19, 2012",0.2%,u,Low,CAD Wholesale Sales (MoM) (APR),0.3%,d,12:30
3444,708K,USD,"Tuesday, June 19, 2012",722K,d,Medium,USD Housing Starts (MAY),744K,u,12:30
3445,-4.8%,USD,"Tuesday, June 19, 2012",0.7%,d,Low,USD Housing Starts (MoM) (MAY),5.4%,u,12:30
3446,780K,USD,"Tuesday, June 19, 2012",730K,u,Medium,USD Building Permits (MAY),723K,u,12:30
3447,7.9%,USD,"Tuesday, June 19, 2012",1.0%,u,Low,USD Building Permits (MoM) (MAY),-6.0%,u,12:30
3448,-1.31B,NZD,"Tuesday, June 19, 2012",-1.145B,d,Medium,NZD Current Account Balance (1Q),-2.833B,u,22:45
3449,-4.8%,NZD,"Tuesday, June 19, 2012",-4.6%,d,Low,NZD Current Account Deficit-GDP Ratio (1Q),-4.2%,u,22:45
3450,,JPY,"Tuesday, June 19, 2012",,-,High,JPY BOJ to Publish Minutes of May 22-23 Board Meeting,,-,23:50
3451,-¥907.3B,JPY,"Tuesday, June 19, 2012",-¥544.4B,d,Medium,JPY Merchandise Trade Balance Total (Yen) (MAY),-¥522.0B,d,23:50
3452,-¥657.2B,JPY,"Tuesday, June 19, 2012",-¥347.7B,d,Low,JPY Adjusted Merchandise Trade Balance (Yen) (MAY),-¥512.0B,d,23:50
3453,10.0,JPY,"Tuesday, June 19, 2012",9.7,u,Low,JPY Merchandise Trade Exports (YoY) (MAY),7.9,-,23:50
3454,9.3,JPY,"Tuesday, June 19, 2012",3.3,u,Low,JPY Merchandise Trade Imports (YoY) (MAY),8.1,u,23:50
3455,,CNY,"Monday, June 18, 2012",,-,Medium,CNY China May Property Prices,,-,01:30
3456,2.4%,AUD,"Monday, June 18, 2012",,-,Low,AUD New Motor Vehicle Sales (MoM) (MAY),-1.0%,d,01:30
3457,22.4%,AUD,"Monday, June 18, 2012",,-,Low,AUD New Motor Vehicle Sales (YoY) (MAY),6.7%,d,01:30
3458,-14.9%,JPY,"Monday, June 18, 2012",,-,Low,JPY Tokyo Condominium Sales (YoY) (MAY),81.7%,-,04:00
3459,,JPY,"Monday, June 18, 2012",,-,High,JPY Bank of Japan Monthly Economic Report,,-,05:00
3460,-1.0%,JPY,"Monday, June 18, 2012",,-,Low,JPY Nationwide Department Store Sales (YoY) (MAY),1.3%,-,05:30
3461,2.1%,JPY,"Monday, June 18, 2012",,-,Low,JPY Tokyo Department Store Sales (YoY) (MAY),6.7%,-,05:30
3462,10.2B,CAD,"Monday, June 18, 2012",5.0B,u,Low,CAD International Securities Transactions (Canadian dollar) (APR),-2.4B,d,12:30
3463,29,USD,"Monday, June 18, 2012",28,u,Low,USD NAHB Housing Market Index (JUN),28,d,14:00
3464,99.9,NZD,"Sunday, June 17, 2012",,-,Medium,NZD Westpac NZ Consumer Confidence (2Q),102.4,-,22:00
3465,56.8,NZD,"Sunday, June 17, 2012",,-,Low,NZD Performance Services Index (MAY),56.7,-,22:30
3466,1.0%,GBP,"Sunday, June 17, 2012",,-,Low,GBP Rightmove House Prices (MoM) (JUN),0.0%,-,23:01
3467,2.4%,GBP,"Sunday, June 17, 2012",,-,Medium,GBP Rightmove House Prices (YoY) (JUN),2.0%,-,23:01
3468,0.1%,CNY,"Thursday, June 14, 2012",-1.6%,u,Medium,CNY Actual FDI (YoY) (MAY),-0.7%,-,
3469,2.3%,AUD,"Thursday, June 14, 2012",,-,Medium,AUD Consumer Inflation Expectation (JUN),3.1%,-,01:00
3470,-0.6%,JPY,"Thursday, June 14, 2012",,-,Low,JPY Capacity Utilization (MoM) (APR F),1.3%,-,04:30
3471,-0.2%,JPY,"Thursday, June 14, 2012",,-,Low,JPY Industrial Production (MoM) (APR F),0.2%,-,04:30
3472,12.9%,JPY,"Thursday, June 14, 2012",,-,Medium,JPY Industrial Production (YoY) (APR F),13.4%,-,04:30
3473,-0.7%,EUR,"Thursday, June 14, 2012",,-,Low,EUR German Wholesale Price Index (MoM) (MAY),0.5%,-,06:00
3474,1.7%,EUR,"Thursday, June 14, 2012",,-,Low,EUR German Wholesale Price Index (YoY) (MAY),2.4%,-,06:00
3475,0.00%,CHF,"Thursday, June 14, 2012",0.00%,-,High,CHF Swiss National Bank Rate Decision (JUN 14),0.00%,-,07:30
3476,,EUR,"Thursday, June 14, 2012",,-,High,EUR ECB Publishes June Monthly Report,,-,08:00
3477,1948.6B,EUR,"Thursday, June 14, 2012",,-,Medium,EUR Italian General Government Debt (APR),1946.2B,d,08:30
3478,1.6%,EUR,"Thursday, June 14, 2012",1.6%,-,High,EUR Euro-Zone Consumer Price Index - Core (YoY) (MAY),1.6%,-,09:00
3479,-0.1%,EUR,"Thursday, June 14, 2012",-0.2%,-,Medium,EUR Euro-Zone Consumer Price Index (MoM) (MAY),0.5%,-,09:00
3480,2.4%,EUR,"Thursday, June 14, 2012",2.4%,-,High,EUR Euro-Zone Consumer Price Index (YoY) (MAY),2.4%,-,09:00
3481,2.0%,EUR,"Thursday, June 14, 2012",2.6%,-,Low,EUR Euro-Zone Labor Costs (YoY) (1Q),2.8%,-,09:00
3482,,USD,"Thursday, June 14, 2012",,-,Low,USD Annual Revisions: Current Account,,-,12:30
3483,80.7%,CAD,"Thursday, June 14, 2012",80.5%,u,Low,CAD Capacity Utilization Rate (1Q),80.5%,-,12:30
3484,0.2%,CAD,"Thursday, June 14, 2012",0.3%,d,Low,CAD New Housing Price Index (MoM) (APR),0.3%,-,12:30
3485,2.5%,CAD,"Thursday, June 14, 2012",2.6%,d,Low,CAD New Housing Price Index (YoY) (APR),2.6%,-,12:30
3486,-$137.3B,USD,"Thursday, June 14, 2012",-$131.9B,d,Low,USD Current Account Balance (1Q),-$118.7B,u,12:30
3487,-0.3%,USD,"Thursday, June 14, 2012",-0.2%,d,Medium,USD Consumer Price Index (MoM) (MAY),0.0%,-,12:30
3488,0.2%,USD,"Thursday, June 14, 2012",0.2%,-,Medium,USD Consumer Price Index Ex Food & Energy (MoM) (MAY),0.2%,-,12:30
3489,1.7%,USD,"Thursday, June 14, 2012",1.8%,d,High,USD Consumer Price Index (YoY) (MAY),2.3%,-,12:30
3490,2.3%,USD,"Thursday, June 14, 2012",2.2%,u,High,USD Consumer Price Index Ex Food & Energy (YoY) (MAY),2.3%,-,12:30
3491,229.815,USD,"Thursday, June 14, 2012",229.800,u,Low,USD Consumer Price Index n.s.a. (MAY),230.085,-,12:30
3492,229.446,USD,"Thursday, June 14, 2012",229.328,u,Low,USD Consumer Price Index Core Index s.a. (MAY),228.984,-,12:30
3493,386K,USD,"Thursday, June 14, 2012",375K,d,Low,USD Initial Jobless Claims (JUN 9),380K,d,12:30
3494,3278K,USD,"Thursday, June 14, 2012",3270K,d,Low,USD Continuing Claims (JUN 2),3311K,d,12:30
3495,,CAD,"Thursday, June 14, 2012",,-,High,CAD Bank of Canada Publishes Financial System Review,,-,14:30
3496,67,USD,"Thursday, June 14, 2012",75,d,Low,USD EIA Natural Gas Storage Change (JUN 8),62,-,14:30
3497,55.7,NZD,"Thursday, June 14, 2012",,-,Medium,NZD Business NZ Performance of Manufacturing Index (MAY),48.2,u,22:30
3498,0.3%,AUD,"Wednesday, June 13, 2012",,-,Medium,AUD Westpac Consumer Confidence (JUN),0.8%,-,00:30
3499,95.6,AUD,"Wednesday, June 13, 2012",,-,Low,AUD Westpac Consumer Confidence Index (JUN),95.3,-,00:30
3500,-0.60%,NZD,"Wednesday, June 13, 2012",,-,Low,NZD New Zealand Retail Sales Ex inflation All Industries (QoQ) SA New Methodology (1Q F),1.6%,u,03:30
3501,-0.1%,EUR,"Wednesday, June 13, 2012",-0.1%,-,Low,EUR France European Harmonized CPI (MoM) 2005=100 (MAY),0.2%,-,05:30
3502,2.3%,EUR,"Wednesday, June 13, 2012",2.3%,-,Low,EUR France European Harmonised CPI (YoY) 2005=100 (MAY),2.4%,-,05:30
3503,124.73,EUR,"Wednesday, June 13, 2012",124.80,d,Low,EUR French Consumer Price Index Ex Tobacco (MAY),124.80,-,05:30
3504,2.0%,EUR,"Wednesday, June 13, 2012",2.0%,-,High,EUR French Consumer Price Index (YoY) (MAY),2.1%,-,05:30
3505,-0.1%,EUR,"Wednesday, June 13, 2012",0.0%,d,High,EUR French Consumer Price Index (MoM) (MAY),0.1%,-,05:30
3506,-0.2%,EUR,"Wednesday, June 13, 2012",-0.2%,-,Medium,EUR German Consumer Price Index (MoM) (MAY F),-0.2%,-,06:00
3507,1.9%,EUR,"Wednesday, June 13, 2012",1.9%,-,High,EUR German Consumer Price Index (YoY) (MAY F),1.9%,-,06:00
3508,-0.2%,EUR,"Wednesday, June 13, 2012",-0.3%,u,Medium,EUR German Consumer Price Index - EU Harmonised (MoM) (MAY F),-0.3%,-,06:00
3509,2.2%,EUR,"Wednesday, June 13, 2012",2.1%,u,High,EUR German Consumer Price Index - EU Harmonised (YoY) (MAY F),2.1%,-,06:00
3510,-4.2B,EUR,"Wednesday, June 13, 2012",,-,Low,EUR French Current Account (euros) (APR),-4.4B,d,06:45
3511,-0.2%,CHF,"Wednesday, June 13, 2012",-0.1%,d,Low,CHF Producer & Import Prices (MoM) (MAY),-0.1%,-,07:15
3512,-2.3%,CHF,"Wednesday, June 13, 2012",-2.0%,d,Low,CHF Producer & Import Prices (YoY) (MAY),-2.3%,-,07:15
3513,3.2%,EUR,"Wednesday, June 13, 2012",3.2%,-,Medium,EUR Italian Consumer Price Index (NIC incl. tobacco) (YoY) (MAY F),3.2%,-,08:00
3514,0.0%,EUR,"Wednesday, June 13, 2012",0.0%,-,High,EUR Italian Consumer Price Index - EU Harmonised (MoM) (MAY F),0.0%,-,08:00
3515,3.5%,EUR,"Wednesday, June 13, 2012",3.5%,-,High,EUR Italian Consumer Price Index - EU Harmonised (YoY) (MAY F),3.5%,-,08:00
3516,0.0%,EUR,"Wednesday, June 13, 2012",0.0%,-,Medium,EUR Italian Consumer Price Index (NIC incl. tobacco) (MoM) (MAY F),0.0%,-,08:00
3517,-2.3%,EUR,"Wednesday, June 13, 2012",-2.7%,u,Medium,EUR Euro-Zone Industrial Production w.d.a. (YoY) (APR),-1.5%,u,09:00
3518,-0.8%,EUR,"Wednesday, June 13, 2012",-1.2%,u,Low,EUR Euro-Zone Industrial Production s.a. (MoM) (APR),-0.1%,u,09:00
3519,18.0%,USD,"Wednesday, June 13, 2012",,-,Low,USD MBA Mortgage Applications (JUN 8),1.30%,-,11:00
3520,-1.0%,USD,"Wednesday, June 13, 2012",-0.6%,d,Low,USD Producer Price Index (MoM) (MAY),-0.2%,-,12:30
3521,0.2%,USD,"Wednesday, June 13, 2012",0.2%,-,Low,USD Producer Price Index Ex Food & Energy (MoM) (MAY),0.2%,-,12:30
3522,0.7%,USD,"Wednesday, June 13, 2012",1.2%,d,Medium,USD Producer Price Index (YoY) (MAY),1.9%,-,12:30
3523,2.7%,USD,"Wednesday, June 13, 2012",2.8%,d,Medium,USD Producer Price Index Ex Food & Energy (YoY) (MAY),2.7%,-,12:30
3524,-0.2%,USD,"Wednesday, June 13, 2012",-0.2%,-,High,USD Advance Retail Sales (MAY),-0.2%,d,12:30
3525,-0.4%,USD,"Wednesday, June 13, 2012",0.0%,d,Medium,USD Retail Sales Less Autos (MAY),-0.3%,d,12:30
3526,-0.1%,USD,"Wednesday, June 13, 2012",0.4%,d,Low,USD Retail Sales Ex Auto & Gas (MAY),-0.1%,d,12:30
3527,0.0%,USD,"Wednesday, June 13, 2012",0.3%,d,Low,"USD Retail Sales ""Control Group"" (MAY)",0.1%,d,12:30
3528,0.4%,USD,"Wednesday, June 13, 2012",0.3%,u,Medium,USD Business Inventories (APR),0.3%,-,14:00
3529,-191K,USD,"Wednesday, June 13, 2012",-1500K,u,Low,USD DOE U.S. Crude Oil Inventories (JUN 8),-111K,-,14:30
3530,-380K,USD,"Wednesday, June 13, 2012",,-,Low,USD DOE Cushing OK Crude Inventory (JUN 8),926K,-,14:30
3531,-63K,USD,"Wednesday, June 13, 2012",1175K,d,Low,USD DOE U.S. Distillate Inventory (JUN 8),2253K,-,14:30
3532,-1724K,USD,"Wednesday, June 13, 2012",1400K,d,Low,USD DOE U.S. Gasoline Inventories (JUN 8),3346K,-,14:30
3533,2.50%,NZD,"Wednesday, June 13, 2012",2.50%,-,High,NZD Reserve Bank of New Zealand Rate Decision (JUN 14),2.50%,-,21:00
3534,0.3%,NZD,"Wednesday, June 13, 2012",,-,Low,NZD Food Prices (MoM) (MAY),-0.1%,-,22:45
3535,-¥157.7B,JPY,"Wednesday, June 13, 2012",,-,Low,JPY Japan Buying Foreign Bonds (Yen) (JUN 8),¥541.5B,u,23:50
3536,¥45.4B,JPY,"Wednesday, June 13, 2012",,-,Low,JPY Japan Buying Foreign Stocks (Yen) (JUN 8),¥196.6B,d,23:50
3537,¥494.2B,JPY,"Wednesday, June 13, 2012",,-,Low,JPY Foreign Buying Japan Bonds (Yen) (JUN 8),¥1023.0B,-,23:50
3538,-¥158.0B,JPY,"Wednesday, June 13, 2012",,-,Low,JPY Foreign Buying Japan Stocks (Yen) (JUN 8),-¥74.9B,d,23:50
3539,3.9%,NZD,"Tuesday, June 12, 2012",,-,Low,NZD QV House Prices (YoY) (MAY),3.1%,-,00:00
3540,17%,CNY,"Tuesday, June 12, 2012",,-,Low,CNY China Manpower Survey (3Q),19%,-,00:01
3541,12,JPY,"Tuesday, June 12, 2012",,-,Low,JPY Japan Manpower Survey (3Q),11,-,01:00
3542,-4,AUD,"Tuesday, June 12, 2012",,-,Low,AUD NAB Business Conditions (MAY),0,-,01:30
3543,-2,AUD,"Tuesday, June 12, 2012",,-,Medium,AUD NAB Business Confidence (MAY),4,-,01:30
3544,0.1%,EUR,"Tuesday, June 12, 2012",0.1%,-,Low,EUR French Non-Farm Payrolls (QoQ) (1Q F),0.1%,-,05:30
3545,,CHF,"Tuesday, June 12, 2012",,-,Medium,CHF SECO June 2012 Economic Forecasts,,-,05:45
3546,0.0%,GBP,"Tuesday, June 12, 2012",0.1%,d,Low,GBP Industrial Production (MoM) (APR),-0.3%,-,08:30
3547,-1.0%,GBP,"Tuesday, June 12, 2012",-1.0%,-,Medium,GBP Industrial Production (YoY) (APR),-2.6%,-,08:30
3548,-0.7%,GBP,"Tuesday, June 12, 2012",-0.1%,d,Low,GBP Manufacturing Production (MoM) (APR),0.9%,-,08:30
3549,-0.3%,GBP,"Tuesday, June 12, 2012",0.4%,d,Medium,GBP Manufacturing Production (YoY) (APR),-0.9%,-,08:30
3550,94.4,USD,"Tuesday, June 12, 2012",94,u,Low,USD NFIB Small Business Optimism (MAY),94.5,-,11:30
3551,-1.0%,USD,"Tuesday, June 12, 2012",-1.0%,-,Low,USD Import Price Index (MoM) (MAY),0.0%,u,12:30
3552,-0.3%,USD,"Tuesday, June 12, 2012",-0.6%,u,Low,USD Import Price Index (YoY) (MAY),0.9%,u,12:30
3553,46.7,USD,"Tuesday, June 12, 2012",47.3,d,Low,USD IBD/TIPP Economic Optimism (JUN),48.5,-,14:00
3554,0.1%,GBP,"Tuesday, June 12, 2012",,-,High,GBP NIESR Gross Domestic Product Estimate (MAY),-0.1%,d,14:00
3555,,EUR,"Tuesday, June 12, 2012",,-,High,EUR ECB Releases Financial Stability Review,,-,15:00
3556,,USD,"Tuesday, June 12, 2012",,-,Low,USD Fed's Tarullo Speaks on Shadow Banking in San Francisco,,-,15:30
3557,-$124.6B,USD,"Tuesday, June 12, 2012",-$125.0B,u,Medium,USD Monthly Budget Statement (MAY),-$57.6B,-,18:00
3558,,AUD,"Tuesday, June 12, 2012",,-,Medium,AUD RBA's Stevens Speaks at Gillard's Economic Forum in Brisbane,,-,23:10
