,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,direction_candle_15_20_after,direction_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,direction_candle_20_25_after,direction_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,direction_candle_25_30_after,direction_agg_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_120_after,direction_agg_0_120_after
1803,2015-05-15 10:00:00,28,-1.08,-1.18,0,0,1,1,0,0,1,2015,20,4,1,31,21,21,2,2,31,43,22,2,2,17,44,1,0,2,26,65,21,2,2,11,58,-7,0,2,22,78,20,1,2,54,23,81,2
1804,2015-05-19 08:30:00,3,1.77,1.67,0,1,0,1,0,0,1,2015,21,1,1,51,-50,-50,-2,-2,16,-35,15,1,-2,11,-39,-4,0,-2,11,-44,-5,0,-2,22,-61,-17,-1,-2,12,-57,3,0,-2,53,8,-51,-2
1805,2015-05-21 08:30:00,32,-0.79,-0.8,1,0,0,1,0,0,1,2015,21,3,1,23,-6,-6,0,0,8,-6,0,0,0,6,-5,1,0,0,15,-18,-13,-1,-1,8,-19,-1,0,-1,6,-19,0,0,-1,26,-16,-13,-1
1806,2015-05-21 10:00:00,25_14,-0.47,-0.67,0,0,2,2,0,0,2,2015,21,3,2,29,21,20,1,2,8,19,-2,0,1,14,17,-2,0,1,17,6,-11,-1,0,9,7,1,0,0,7,8,1,0,0,36,-9,12,1
1807,2015-05-22 08:30:00,7_5,0.91,0.91,1,1,0,2,0,0,2,2015,21,4,2,67,-64,-64,-2,-2,20,-74,-9,0,-2,14,-74,0,0,-2,23,-88,-14,-1,-2,19,-91,-3,0,-2,13,-95,-4,0,-2,67,-3,-155,-2
1808,2015-05-26 08:30:00,8,1.3,1.57,1,0,0,0,1,0,1,2015,22,1,1,37,-17,-17,-1,-1,15,-12,5,0,-1,16,-9,3,0,0,15,-17,-8,0,-1,10,-17,0,0,-1,9,-17,0,0,-1,55,3,-31,-2
1809,2015-05-26 10:00:00,4,-0.11,-0.32,1,0,0,0,0,1,1,2015,22,1,1,14,-10,-9,0,-1,7,-5,5,0,0,12,-13,-8,0,-1,11,-13,0,0,-1,10,-22,-9,0,-2,20,-38,-16,-1,-2,32,4,-26,-2
1810,2015-05-28 08:30:00,32,-1.22,-1.26,0,0,1,1,0,0,1,2015,22,3,1,29,0,0,0,0,16,-14,-14,-1,-1,11,-10,4,0,-1,16,-25,-15,-1,-2,21,-5,20,1,0,10,-3,2,0,0,47,2,16,1
1811,2015-05-29 08:30:00,26,0.49,0.66,0,1,0,1,0,0,1,2015,22,4,1,26,-11,-10,-1,-1,19,1,12,1,0,20,-3,-4,0,0,14,-4,-1,0,0,7,-5,-2,0,0,14,-14,-9,0,-1,30,14,8,0
1812,2015-06-01 10:00:00,17,1.65,1.65,0,1,0,1,0,0,1,2015,23,0,1,41,-35,-35,-2,-2,15,-36,-1,0,-2,22,-56,-20,-1,-2,10,-50,6,0,-2,8,-56,-6,0,-2,15,-68,-12,-1,-2,50,23,-56,-2
1813,2015-06-03 08:15:00,0,0.96,0.39,1,0,0,1,0,0,1,2015,23,2,1,27,-12,-12,-1,-1,12,-15,-3,0,-1,5,-15,0,0,-1,29,-21,-6,0,-2,31,-16,6,0,-1,25,-20,-4,0,-1,29,18,131,2
1814,2015-06-03 08:30:00,31,0.67,0.74,0,1,0,0,1,0,1,2015,23,2,1,29,-6,-6,0,0,31,-1,6,0,0,25,-5,-4,0,0,11,-5,1,0,0,36,-9,-4,0,0,23,2,11,1,0,43,0,134,2
1815,2015-06-03 10:00:00,18,-1.41,-1.41,0,0,1,1,0,0,1,2015,23,2,1,24,15,15,1,1,42,50,35,2,2,16,44,-6,0,2,17,47,3,0,2,17,38,-9,0,2,8,40,2,0,2,100,55,56,2
1816,2015-06-04 08:30:00,32,0.22,0.07,1,0,0,1,0,0,1,2015,23,3,1,15,-5,-5,0,0,29,-31,-26,-2,-2,13,-30,1,0,-2,19,-18,12,1,-1,10,-25,-7,0,-2,8,-29,-4,0,-2,37,-17,-57,-2
1817,2015-06-05 08:30:00,22_33,-0.18999999999999995,-0.29999999999999993,0,1,1,2,0,0,2,2015,23,4,2,169,-131,-141,-2,-2,44,-173,-42,-2,-2,35,-160,13,1,-2,20,-156,4,0,-2,17,-152,4,0,-2,16,-164,-12,-1,-2,169,42,-163,-2
1818,2015-06-11 08:30:00,32_10_29,2.3200000000000003,2.06,1,2,0,2,1,0,3,2015,24,3,3,41,-6,-7,0,0,34,18,24,2,1,31,32,14,1,2,17,41,9,0,2,22,29,-12,-1,2,13,31,2,0,2,85,-35,14,1
1819,2015-06-12 08:30:00,23,0.97,0.97,0,1,0,1,0,0,1,2015,24,4,1,27,-14,-14,-1,-1,15,-11,2,0,-1,15,-13,-2,0,-1,11,-15,-2,0,-1,8,-17,-2,0,-1,10,-10,7,0,-1,59,47,-11,-1
1820,2015-06-12 10:00:00,28,1.2,1.19,0,1,0,0,1,0,1,2015,24,4,1,17,-13,-13,-1,-1,13,-2,11,1,0,10,-7,-5,0,0,8,-2,5,0,0,15,-8,-6,0,0,8,-4,4,0,0,25,5,41,2
1821,2015-06-16 08:30:00,3,1.5,1.48,0,1,0,1,0,0,1,2015,25,1,1,28,8,8,0,0,12,4,-4,0,0,14,11,7,0,1,9,15,3,0,1,8,19,3,0,1,7,18,-1,0,1,52,-42,8,0
1822,2015-06-17 14:00:00,15,0.0,0.0,1,0,0,1,0,0,1,2015,25,2,1,94,23,22,2,2,31,31,8,0,2,24,42,11,1,2,27,29,-13,-1,2,19,21,-8,0,2,7,25,4,0,2,94,6,70,2
1823,2015-06-18 08:30:00,32_7_5,-1.2699999999999998,-1.21,0,1,2,3,0,0,3,2015,25,3,3,35,22,21,2,2,19,12,-10,-1,1,14,14,2,0,1,11,21,7,0,2,9,19,-2,0,1,21,1,-18,-1,0,38,-10,2,0
1824,2015-06-18 10:00:00,25,1.63,1.63,0,1,0,1,0,0,1,2015,25,3,1,18,-7,-7,0,0,13,-5,2,0,0,13,4,9,0,0,9,-3,-6,0,0,9,-11,-8,0,-1,7,-10,1,0,-1,24,14,-5,0
1825,2015-06-22 10:00:00,14,0.74,0.96,0,1,0,0,1,0,1,2015,26,0,1,14,-4,-4,0,0,16,-9,-5,0,0,11,-11,-2,0,-1,20,5,16,1,0,8,1,-4,0,0,5,2,1,0,0,30,-8,14,1
1826,2015-06-23 08:30:00,8,0.95,-0.11,1,0,0,0,0,1,1,2015,26,1,1,26,0,0,0,0,20,-11,-11,-1,-1,13,-20,-10,-1,-1,11,-21,-1,0,-2,7,-19,2,0,-1,9,-18,2,0,-1,35,-25,-2,0
1827,2015-06-24 08:30:00,16,0.36,0.84,1,0,0,1,0,0,1,2015,26,2,1,11,-3,-3,0,0,16,-16,-13,-1,-1,6,-14,2,0,-1,13,-10,4,0,-1,9,-7,3,0,0,11,-11,-4,0,-1,19,-3,-21,-2
1828,2015-06-25 08:30:00,32,-0.04,-0.04,1,0,0,1,0,0,1,2015,26,3,1,19,-13,-13,-1,-1,15,-6,7,0,0,8,-2,4,0,0,7,-8,-5,0,0,9,-1,7,0,0,5,-3,-2,0,0,26,8,-7,0
1829,2015-06-30 10:00:00,4,0.92,0.63,0,1,0,0,0,1,1,2015,27,1,1,17,2,2,0,0,15,-2,-4,0,0,9,-9,-7,0,0,12,-14,-5,0,-1,11,-20,-7,0,-1,6,-15,5,0,-1,53,-37,-53,-2
1830,2015-07-01 08:15:00,0,1.34,0.68,0,1,0,1,0,0,1,2015,27,2,1,21,-18,-20,-1,-1,5,-18,0,0,-1,9,-19,-1,0,-1,14,-10,8,0,-1,6,-11,-1,0,-1,7,-6,5,0,0,30,-5,-40,-2
1831,2015-07-01 10:00:00,17,0.0,0.0,1,0,0,1,0,0,1,2015,27,2,1,12,-1,-1,0,0,9,-5,-4,0,0,11,-4,1,0,0,13,6,10,1,0,10,12,6,0,1,9,11,0,0,1,40,-31,17,1
1832,2015-07-02 08:30:00,22_33,0.86,0.95,0,1,1,1,0,1,2,2015,27,3,2,70,65,65,2,2,28,43,-22,-2,2,20,30,-13,-1,2,10,30,0,0,2,15,41,11,1,2,14,45,4,0,2,70,-24,38,2
1833,2015-07-06 10:00:00,18,-0.49,-0.49,0,0,1,1,0,0,1,2015,28,0,1,9,-5,-5,0,0,10,1,6,0,0,4,-2,-3,0,0,10,-2,0,0,0,8,4,5,0,0,5,5,1,0,0,24,14,29,2
1834,2015-07-07 08:30:00,31,-0.04,-0.12,1,0,0,1,0,0,1,2015,28,1,1,13,8,8,0,0,11,4,-3,0,0,10,2,-2,0,0,6,-2,-4,0,0,9,-2,0,0,0,13,6,8,0,0,49,-43,11,1
1835,2015-07-09 08:30:00,32,-1.41,-1.42,0,0,1,1,0,0,1,2015,28,3,1,15,6,8,0,0,7,4,-2,0,0,19,-12,-16,-1,-1,9,-18,-5,0,-1,7,-15,3,0,-1,8,-10,5,0,-1,26,-13,0,0
1836,2015-07-14 08:30:00,10_29,-1.67,-1.9,0,0,2,0,0,2,2,2015,29,1,2,45,16,16,1,1,22,22,6,0,2,12,24,2,0,2,10,24,0,0,2,6,23,0,0,2,14,16,-8,0,1,62,13,-28,-2
1837,2015-07-15 08:30:00,23,0.97,0.97,0,1,0,1,0,0,1,2015,29,2,1,32,-28,-28,-2,-2,15,-26,2,0,-2,6,-29,-4,0,-2,10,-32,-3,0,-2,9,-25,7,0,-2,10,-32,-7,0,-2,43,-12,-63,-2
1838,2015-07-16 08:30:00,32,0.53,0.6,1,0,0,1,0,0,1,2015,29,3,1,10,-6,-3,0,0,26,18,24,2,1,12,12,-6,0,1,26,-7,-19,-1,0,9,-3,3,0,0,22,-16,-13,-1,-1,30,-22,40,2
1839,2015-07-16 10:00:00,25,-0.97,-0.97,0,0,1,1,0,0,1,2015,29,3,1,15,14,14,1,1,10,7,-8,0,0,11,0,-7,0,0,14,11,11,1,1,12,1,-10,-1,0,4,4,3,0,0,66,44,-7,0
1840,2015-07-17 08:30:00,7_3_5,1.34,1.2200000000000002,2,1,0,2,0,1,3,2015,29,4,3,22,-18,-18,-1,-1,10,-17,1,0,-1,11,-21,-4,0,-2,7,-19,2,0,-1,5,-20,-1,0,-1,5,-19,1,0,-1,31,-8,-25,-2
1841,2015-07-17 10:00:00,28,-0.21,-0.18,0,0,1,0,1,0,1,2015,29,4,1,12,-4,-4,0,0,10,-7,-2,0,0,8,-2,4,0,0,8,-3,-1,0,0,8,3,6,0,0,7,-1,-4,0,0,26,-10,-1,0
1842,2015-07-23 08:30:00,32,1.45,1.43,0,1,0,1,0,0,1,2015,30,3,1,34,-30,-30,-2,-2,13,-38,-8,0,-2,7,-41,-3,0,-2,16,-52,-11,-1,-2,6,-55,-3,0,-2,9,-53,2,0,-2,34,21,-32,-2
1843,2015-07-27 08:30:00,8,1.12,0.4,0,1,0,0,0,1,1,2015,31,0,1,21,1,1,0,0,13,9,8,0,0,8,15,6,0,1,11,17,2,0,1,7,12,-5,0,1,7,10,-2,0,1,23,-11,41,2
1844,2015-07-28 10:00:00,4,-1.19,-1.22,0,0,1,0,0,1,1,2015,31,1,1,19,15,15,1,1,12,18,4,0,1,10,9,-9,0,0,5,12,3,0,1,5,12,0,0,1,3,14,2,0,1,29,5,10,1
1845,2015-07-29 14:00:00,15,0.0,0.0,1,0,0,1,0,0,1,2015,31,2,1,47,-13,-12,-1,-1,31,-33,-20,-1,-2,17,-28,5,0,-2,21,-11,17,1,-1,16,-17,-6,0,-1,8,-16,1,0,-1,47,8,-64,-2
1846,2015-07-30 08:30:00,32_1,0.16,0.46,1,0,1,1,0,1,2,2015,31,3,2,43,4,3,0,0,16,8,4,0,0,19,16,8,0,1,21,8,-8,0,0,13,13,5,0,1,8,13,0,0,1,43,-17,-25,-2
1847,2015-08-03 09:45:00,17,-0.66,-0.66,0,0,1,1,0,0,1,2015,32,0,1,6,1,1,0,0,8,-2,-3,0,0,5,-3,-1,0,0,10,-4,-1,0,0,8,-4,1,0,0,7,-1,3,0,0,31,23,-14,-1
1848,2015-08-05 08:15:00,0,-0.59,-0.59,0,0,1,0,0,1,1,2015,32,2,1,52,22,20,1,2,16,26,4,0,2,6,25,-1,0,2,19,14,-12,-1,1,9,15,1,0,1,8,19,4,0,1,72,13,-19,-1
1849,2015-08-05 08:30:00,31,-0.06,0.07,0,0,1,0,1,0,1,2015,32,2,1,19,-11,-12,-1,-1,9,-10,1,0,-1,8,-6,4,0,0,7,-2,4,0,0,7,3,5,0,0,17,-7,-10,-1,0,64,34,-46,-2
1850,2015-08-05 10:00:00,18,1.53,1.53,0,1,0,1,0,0,1,2015,32,2,1,33,-26,-26,-2,-2,21,-39,-14,-1,-2,12,-46,-7,0,-2,9,-45,1,0,-2,11,-42,3,0,-2,11,-37,5,0,-2,45,10,-37,-2
1851,2015-08-06 08:30:00,32,0.09,0.09,1,0,0,1,0,0,1,2015,32,3,1,16,-2,-2,0,0,4,0,1,0,0,10,4,3,0,0,6,-2,-6,0,0,8,-1,1,0,0,5,-3,-2,0,0,26,-11,31,2
1852,2015-08-07 08:30:00,22_33_2,0.22999999999999998,0.76,2,0,1,2,1,0,3,2015,32,4,3,92,-73,-73,-2,-2,27,-64,9,0,-2,23,-60,3,0,-2,18,-71,-11,-1,-2,12,-75,-4,0,-2,20,-92,-16,-1,-2,103,19,-67,-2
1853,2015-08-11 08:30:00,27,1.71,1.59,0,1,0,0,1,0,1,2015,33,1,1,13,4,3,0,0,6,5,1,0,0,13,-2,-7,0,0,6,1,4,0,0,12,8,7,0,0,8,12,4,0,1,35,23,-14,-1
1854,2015-08-13 08:30:00,32_10_29,0.51,1.58,3,0,0,1,2,0,3,2015,33,3,3,29,-10,-10,-1,-1,12,-19,-9,0,-1,15,-27,-8,0,-2,11,-21,5,0,-2,5,-21,0,0,-2,8,-14,7,0,-1,29,8,8,0
1855,2015-08-14 08:30:00,23,0.64,0.64,0,1,0,1,0,0,1,2015,33,4,1,15,-15,-15,-1,-1,8,-13,1,0,-1,8,-6,7,0,0,5,-9,-3,0,0,8,-14,-5,0,-1,5,-10,4,0,-1,32,-17,-18,-1
1856,2015-08-14 10:00:00,28,0.09,-0.12,0,0,1,1,0,0,1,2015,33,4,1,18,15,16,1,1,10,10,-6,0,1,10,10,0,0,1,4,9,-1,0,0,4,8,-1,0,0,7,12,5,0,1,29,-16,-29,-2
1857,2015-08-18 08:30:00,3,-1.21,-1.2,0,0,1,1,0,0,1,2015,34,1,1,10,-6,-6,0,0,14,-18,-11,-1,-1,12,-29,-12,-1,-2,4,-28,1,0,-2,7,-29,-1,0,-2,10,-29,0,0,-2,14,-8,-28,-2
1858,2015-08-19 08:30:00,7_5,-2.5999999999999996,-2.5999999999999996,0,0,2,2,0,0,2,2015,34,2,2,54,-15,-13,-1,-1,14,-21,-6,0,-2,12,-18,3,0,-1,13,-6,13,1,0,7,-9,-3,0,0,5,-7,2,0,0,54,4,-8,0
1859,2015-08-20 08:30:00,32,-0.81,-0.78,0,0,1,1,0,0,1,2015,34,3,1,10,2,2,0,0,8,5,3,0,0,10,0,-5,0,0,12,-12,-12,-1,-1,8,-6,6,0,0,9,-14,-7,0,-1,21,-4,25,2
1860,2015-08-20 10:00:00,25_14,0.76,0.77,0,2,0,2,0,0,2,2015,34,3,2,22,-5,-5,0,0,13,-10,-5,0,-1,12,1,11,1,0,17,10,8,0,1,14,22,12,1,2,13,31,9,0,2,22,13,27,2
1861,2015-08-25 10:00:00,4,1.28,1.3,0,1,0,1,0,0,1,2015,35,1,1,24,9,9,0,0,17,-5,-14,-1,0,14,-6,-1,0,0,18,-15,-10,-1,-1,9,-8,7,0,0,7,-4,4,0,0,34,-12,-50,-2
1862,2015-08-26 08:30:00,8,0.79,0.44,0,1,0,0,0,1,1,2015,35,2,1,37,-28,-28,-2,-2,15,-22,6,0,-2,13,-16,6,0,-1,10,-13,3,0,-1,8,-20,-7,0,-1,19,-10,10,1,-1,70,-29,-6,0
1863,2015-08-27 08:30:00,32_26,1.72,0.1100000000000001,1,1,0,2,0,0,2,2015,35,3,2,38,-29,-29,-2,-2,14,-30,-1,0,-2,7,-31,-2,0,-2,15,-40,-9,0,-2,11,-43,-3,0,-2,6,-43,0,0,-2,59,-5,-42,-2
1864,2015-09-01 10:00:00,17,-1.15,-1.15,0,0,1,1,0,0,1,2015,36,1,1,26,24,23,2,2,28,-4,-28,-2,0,10,-1,3,0,0,20,7,8,0,0,11,8,1,0,0,22,-14,-21,-2,-1,38,1,3,0
1865,2015-09-02 08:15:00,0,-0.1,-0.2,0,0,1,0,0,1,1,2015,36,2,1,13,2,1,0,0,16,1,-1,0,0,7,3,2,0,0,14,-6,-9,0,0,10,-2,4,0,0,10,-11,-9,0,-1,20,-9,-23,-2
1866,2015-09-03 08:30:00,31_32,-0.77,-1.1,0,1,1,1,0,1,2,2015,36,3,2,56,-47,-47,-2,-2,27,-64,-18,-1,-2,41,-86,-22,-2,-2,16,-85,0,0,-2,30,-115,-29,-2,-2,11,-108,7,0,-2,59,-1,-105,-2
1867,2015-09-03 10:00:00,18,-0.1,-0.1,0,1,0,1,0,0,1,2015,36,3,1,19,-19,-19,-1,-1,14,-10,9,0,-1,8,-7,3,0,0,8,-9,-2,0,0,5,-8,1,0,0,5,-11,-2,0,-1,41,2,-29,-2
1868,2015-09-04 08:30:00,22_33_2,0.6900000000000001,1.81,0,2,1,2,1,0,3,2015,36,4,3,99,-47,-46,-2,-2,34,-28,19,1,-2,18,-43,-14,-1,-2,19,-31,12,1,-2,30,-8,23,2,0,17,-19,-11,-1,-1,99,9,-43,-2
1869,2015-09-10 08:30:00,32,0.98,1.05,1,0,0,1,0,0,1,2015,37,3,1,15,11,11,1,1,8,14,3,0,1,11,21,7,0,2,6,24,3,0,2,5,21,-3,0,2,5,20,-1,0,1,22,4,22,2
1870,2015-09-11 08:30:00,23,0.52,0.52,0,1,0,1,0,0,1,2015,37,4,1,16,6,6,0,0,6,8,2,0,0,5,10,1,0,1,5,8,-2,0,0,6,8,0,0,0,6,8,0,0,0,22,8,11,1
1871,2015-09-11 10:00:00,28,-0.79,-0.93,0,0,1,0,0,1,1,2015,37,4,1,15,6,4,0,0,7,5,-1,0,0,7,2,-3,0,0,11,-7,-9,0,0,5,-5,2,0,0,3,-5,0,0,0,24,13,43,2
1872,2015-09-15 08:30:00,10_29,0.22,-0.37,0,0,2,0,2,0,2,2015,38,1,2,21,0,0,0,0,19,-17,-17,-1,-1,10,-20,-3,0,-1,9,-19,2,0,-1,10,-15,5,0,-1,5,-17,-2,0,-1,21,7,-14,-1
1873,2015-09-16 08:30:00,7_5,-1.32,-1.32,1,0,1,2,0,0,2,2015,38,2,2,26,23,22,2,2,8,23,1,0,2,6,24,1,0,2,4,24,0,0,2,14,28,4,0,2,9,32,3,0,2,45,15,60,2
1874,2015-09-17 08:30:00,32_3,0.6100000000000001,0.55,1,1,0,2,0,0,2,2015,38,3,2,9,5,5,0,0,7,9,4,0,0,2,9,0,0,0,4,7,-2,0,0,3,9,1,0,0,3,9,0,0,0,16,1,7,0
1875,2015-09-17 10:00:00,25,-1.56,-1.56,0,0,1,1,0,0,1,2015,38,3,1,9,6,4,0,0,6,3,-3,0,0,8,11,7,0,1,6,6,-5,0,0,7,9,3,0,0,4,6,-3,0,0,12,-5,-13,-1
1876,2015-09-17 14:00:00,15,0.0,0.0,1,0,0,1,0,0,1,2015,38,3,1,69,42,39,2,2,43,22,-19,-1,2,46,56,34,2,2,36,31,-25,-2,2,14,37,7,0,2,24,20,-17,-1,1,94,52,78,2
1877,2015-09-24 08:30:00,32_8,-1.67,-1.17,1,0,1,1,0,1,2,2015,39,3,2,16,12,12,1,1,11,5,-6,0,0,4,4,-2,0,0,11,8,4,0,0,9,5,-4,0,0,8,12,7,0,1,20,-6,24,2
1878,2015-09-25 08:30:00,16,0.3,-1.77,0,1,0,1,0,0,1,2015,39,4,1,29,-14,-13,-1,-1,19,-1,13,1,0,9,0,1,0,0,12,-11,-11,-1,-1,8,-6,4,0,0,13,4,10,1,0,46,2,39,2
1879,2015-09-29 10:00:00,4,0.65,0.7,0,1,0,1,0,0,1,2015,40,1,1,20,-1,-1,0,0,12,1,2,0,0,8,-6,-7,0,0,10,-11,-5,0,-1,9,-8,3,0,0,17,-21,-13,-1,-2,46,36,2,0
1880,2015-09-30 08:15:00,0,0.7,0.83,0,1,0,1,0,0,1,2015,40,2,1,21,-18,-16,-1,-1,7,-11,7,0,-1,7,-6,5,0,0,11,0,6,0,0,8,-3,-3,0,0,8,-3,0,0,0,32,-11,-17,-1
1881,2015-10-01 08:30:00,32,-0.6,-0.67,1,0,0,1,0,0,1,2015,40,3,1,11,8,8,0,0,7,2,-6,0,0,7,7,4,0,0,12,2,-5,0,0,11,10,8,0,1,9,5,-5,0,0,20,1,35,2
1882,2015-10-01 10:00:00,17,-0.16,-0.16,0,0,1,1,0,0,1,2015,40,3,1,10,1,1,0,0,17,-8,-10,-1,0,8,-5,2,0,0,7,-7,-2,0,0,8,-5,1,0,0,9,-10,-5,0,-1,43,28,3,0
1883,2015-10-02 08:30:00,22_33_2,-2.42,-2.35,1,0,2,1,1,1,3,2015,40,4,3,123,114,114,2,2,45,151,37,2,2,21,142,-10,-1,2,23,152,10,1,2,15,142,-11,-1,2,17,135,-7,0,2,123,-11,141,2
1884,2015-10-05 10:00:00,18,-0.65,-0.65,0,0,1,1,0,0,1,2015,41,0,1,16,8,8,0,0,7,6,-2,0,0,12,-2,-9,0,0,5,-1,1,0,0,6,-5,-4,0,0,9,-3,2,0,0,25,-2,-11,-1
1885,2015-10-06 08:30:00,31,-0.01,-0.07,1,0,0,1,0,0,1,2015,41,1,1,8,-6,-6,0,0,2,-6,0,0,0,4,-6,1,0,0,5,-10,-4,0,-1,8,-15,-5,0,-1,8,-22,-7,0,-2,14,11,6,0
1886,2015-10-08 08:30:00,32,0.92,0.98,0,1,0,1,0,0,1,2015,41,3,1,10,-7,-7,0,0,10,-7,0,0,0,8,-5,2,0,0,9,2,6,0,0,10,5,3,0,0,6,9,4,0,0,44,-28,2,0
1887,2015-10-14 08:30:00,10_29_23,-2.9899999999999998,-3.6,0,0,3,1,0,2,3,2015,42,2,3,34,27,27,2,2,10,29,2,0,2,8,30,1,0,2,8,36,6,0,2,4,35,-1,0,2,8,36,1,0,2,41,6,23,2
1888,2015-10-15 08:30:00,32_7_5,3.38,3.4099999999999997,1,2,0,3,0,0,3,2015,42,3,3,44,-30,-30,-2,-2,14,-43,-12,-1,-2,32,-69,-26,-2,-2,14,-59,10,1,-2,9,-58,1,0,-2,10,-59,-1,0,-2,46,8,-59,-2
1889,2015-10-15 10:00:00,25,-0.78,-0.78,0,0,1,1,0,0,1,2015,42,3,1,13,12,9,0,1,5,11,-1,0,1,13,5,-5,0,0,4,4,-1,0,0,10,13,9,0,1,8,14,1,0,1,28,-12,33,2
1890,2015-10-16 10:00:00,28,0.98,0.91,0,1,0,0,1,0,1,2015,42,4,1,13,-9,-7,0,0,8,-11,-2,0,-1,7,-8,3,0,0,6,-11,-3,0,-1,10,-3,8,0,0,6,-8,-5,0,0,36,7,-17,-1
1891,2015-10-20 08:30:00,3,-0.7,-0.64,0,0,1,1,0,0,1,2015,43,1,1,9,1,0,0,0,8,-3,-4,0,0,11,-10,-7,0,-1,6,-5,5,0,0,3,-7,-2,0,0,6,-4,3,0,0,19,-9,-17,-1
1892,2015-10-22 08:30:00,32,0.18,0.01,0,1,0,1,0,0,1,2015,43,3,1,28,4,4,0,0,21,9,5,0,0,32,-14,-23,-2,-1,35,-42,-28,-2,-2,22,-56,-13,-1,-2,18,-45,12,1,-2,99,-75,-64,-2
1893,2015-10-27 08:30:00,8,-1.65,-1.69,0,0,1,0,0,1,1,2015,44,1,1,11,-3,-4,0,0,7,-5,-2,0,0,8,-12,-7,0,-1,5,-14,-2,0,-1,4,-16,-2,0,-1,7,-22,-6,0,-2,26,17,-42,-2
1894,2015-10-27 10:00:00,4,-0.77,-0.7,0,0,1,0,0,1,1,2015,44,1,1,13,-2,-2,0,0,8,-3,0,0,0,7,-3,0,0,0,7,-5,-3,0,0,8,-10,-5,0,-1,6,-5,5,0,0,30,-13,19,1
1895,2015-10-28 14:00:00,15,0.0,0.0,1,0,0,1,0,0,1,2015,44,2,1,100,-76,-72,-2,-2,55,-129,-53,-2,-2,24,-116,13,1,-2,26,-118,-2,0,-2,17,-129,-10,-1,-2,15,-134,-5,0,-2,108,-3,-149,-2
1896,2015-10-29 08:30:00,32_1,0.03999999999999998,0.54,1,0,1,1,1,0,2,2015,44,3,2,17,5,5,0,0,20,-11,-16,-1,-1,11,-13,-2,0,-1,11,-16,-3,0,-1,8,-20,-4,0,-1,6,-24,-4,0,-2,25,-6,8,0
1897,2015-10-30 08:30:00,13,0.19,0.19,1,0,0,1,0,0,1,2015,44,4,1,24,-4,-4,0,0,11,-5,-2,0,0,10,-3,2,0,0,6,-1,2,0,0,5,-4,-3,0,0,7,-10,-6,0,-1,30,11,39,2
1898,2015-11-02 10:00:00,17,1.05,1.05,1,0,0,1,0,0,1,2015,45,0,1,15,12,11,1,1,9,8,-4,0,0,4,4,-4,0,0,7,6,2,0,0,6,6,1,0,0,5,6,0,0,0,18,-14,-8,0
1899,2015-11-04 08:15:00,0,0.24,-0.04,1,0,0,0,0,1,1,2015,45,2,1,17,-16,-16,-1,-1,9,-14,3,0,-1,8,-21,-7,0,-2,9,-25,-4,0,-2,4,-26,-1,0,-2,3,-27,-1,0,-2,21,-1,-63,-2
1900,2015-11-04 08:30:00,31,1.19,1.52,0,1,0,1,0,0,1,2015,45,2,1,9,-4,-4,0,0,4,-5,-1,0,0,3,-6,-1,0,0,4,-4,2,0,0,4,-5,-1,0,0,3,-7,-2,0,0,30,-22,-46,-2
1901,2015-11-04 10:00:00,18,0.65,0.65,0,1,0,1,0,0,1,2015,45,2,1,25,-21,-21,-2,-2,10,-20,1,0,-1,7,-23,-3,0,-2,7,-28,-5,0,-2,6,-24,4,0,-2,4,-25,-1,0,-2,45,-19,-32,-2
1902,2015-11-05 08:30:00,32,-1.67,-1.64,0,0,1,1,0,0,1,2015,45,3,1,20,-1,-2,0,0,11,-5,-4,0,0,8,0,5,0,0,8,-2,-2,0,0,9,6,8,0,0,12,1,-4,0,0,25,6,-18,-1
1903,2015-11-06 08:30:00,22_33_2,2.17,1.97,1,2,0,3,0,0,3,2015,45,4,3,139,-84,-87,-2,-2,19,-90,-6,0,-2,14,-94,-4,0,-2,17,-97,-3,0,-2,11,-97,0,0,-2,6,-97,0,0,-2,174,-40,-96,-2
1904,2015-11-12 08:30:00,32,-0.66,-0.65,0,0,1,1,0,0,1,2015,46,3,1,11,10,10,1,1,10,17,7,0,1,6,13,-4,0,1,5,12,0,0,1,5,9,-3,0,0,9,4,-5,0,0,21,5,38,2
1905,2015-11-13 08:30:00,10_29_23,-0.8799999999999999,-2.0999999999999996,0,0,3,1,0,2,3,2015,46,4,3,41,31,31,2,2,36,6,-26,-2,0,28,-5,-11,-1,0,15,-5,1,0,0,16,-16,-11,-1,-1,11,-19,-3,0,-1,41,-25,-3,0
