actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
0.1%,USD,2016-08-16 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,33,2016-08-16 12:30:00+00:00,-50.0,2016,3,8,Tuesday
1.21M,USD,2016-08-16 08:30:00,1.18M,better,Medium,Housing Starts,1.19M,accurate,33,2016-08-16 12:30:00+00:00,2.54,2016,3,8,Tuesday
75.9%,USD,2016-08-16 09:15:00,75.7%,better,Medium,Capacity Utilization Rate,75.4%,accurate,33,2016-08-16 13:15:00+00:00,0.26,2016,3,8,Tuesday
0.7%,USD,2016-08-16 09:15:00,0.2%,better,Medium,Industrial Production m/m,0.4%,worse,33,2016-08-16 13:15:00+00:00,250.0,2016,3,8,Tuesday
-2.5M,USD,2016-08-17 10:30:00,0.3M,accurate,High,Crude Oil Inventories,1.1M,accurate,33,2016-08-17 14:30:00+00:00,-933.33,2016,3,8,Wednesday
2.0,USD,2016-08-18 08:30:00,1.4,better,High,Philly Fed Manufacturing Index,-2.9,accurate,33,2016-08-18 12:30:00+00:00,42.86,2016,3,8,Thursday
262K,USD,2016-08-18 08:30:00,269K,better,High,Unemployment Claims,266K,accurate,33,2016-08-18 12:30:00+00:00,-2.6,2016,3,8,Thursday
0.4%,USD,2016-08-18 10:00:00,0.3%,better,Low,CB Leading Index m/m,0.3%,accurate,33,2016-08-18 14:00:00+00:00,33.33,2016,3,8,Thursday
22B,USD,2016-08-18 10:30:00,26B,accurate,Low,Natural Gas Storage,29B,accurate,33,2016-08-18 14:30:00+00:00,-15.38,2016,3,8,Thursday
94.6,USD,2016-08-09 06:00:00,94.5,accurate,Low,NFIB Small Business Index,94.5,accurate,32,2016-08-09 10:00:00+00:00,0.11,2016,3,8,Tuesday
-0.5%,USD,2016-08-09 08:30:00,0.5%,better,Medium,Prelim Nonfarm Productivity q/q,-0.6%,worse,32,2016-08-09 12:30:00+00:00,-200.0,2016,3,8,Tuesday
2.0%,USD,2016-08-09 08:30:00,1.8%,better,Medium,Prelim Unit Labor Costs q/q,4.5%,better,32,2016-08-09 12:30:00+00:00,11.11,2016,3,8,Tuesday
0.3%,USD,2016-08-09 10:00:00,0.0%,worse,Low,Final Wholesale Inventories m/m,0.2%,worse,32,2016-08-09 14:00:00+00:00,300.0,2016,3,8,Tuesday
48.4,USD,2016-08-09 10:00:00,46.2,better,Low,IBD/TIPP Economic Optimism,45.5,accurate,32,2016-08-09 14:00:00+00:00,4.76,2016,3,8,Tuesday
5.62M,USD,2016-08-10 10:03:00,5.52M,better,Medium,JOLTS Job Openings,5.51M,accurate,32,2016-08-10 14:03:00+00:00,1.81,2016,3,8,Wednesday
1.1M,USD,2016-08-10 10:30:00,-1.3M,accurate,High,Crude Oil Inventories,1.4M,accurate,32,2016-08-10 14:30:00+00:00,184.62,2016,3,8,Wednesday
-112.8B,USD,2016-08-10 14:00:00,-119.0B,better,Low,Federal Budget Balance,6.3B,accurate,32,2016-08-10 18:00:00+00:00,5.21,2016,3,8,Wednesday
266K,USD,2016-08-11 08:30:00,272K,better,High,Unemployment Claims,267K,accurate,32,2016-08-11 12:30:00+00:00,-2.21,2016,3,8,Thursday
0.1%,USD,2016-08-11 08:30:00,-0.2%,better,Medium,Import Prices m/m,0.6%,better,32,2016-08-11 12:30:00+00:00,150.0,2016,3,8,Thursday
29B,USD,2016-08-11 10:30:00,24B,accurate,Low,Natural Gas Storage,-6B,accurate,32,2016-08-11 14:30:00+00:00,20.83,2016,3,8,Thursday
-0.3%,USD,2016-08-12 08:30:00,0.2%,worse,High,Core Retail Sales m/m,0.9%,better,32,2016-08-12 12:30:00+00:00,-250.0,2016,3,8,Friday
-0.4%,USD,2016-08-12 08:30:00,0.1%,worse,High,PPI m/m,0.5%,accurate,32,2016-08-12 12:30:00+00:00,-500.0,2016,3,8,Friday
0.0%,USD,2016-08-12 08:30:00,0.4%,worse,High,Retail Sales m/m,0.8%,better,32,2016-08-12 12:30:00+00:00,-100.0,2016,3,8,Friday
-0.3%,USD,2016-08-12 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.4%,accurate,32,2016-08-12 12:30:00+00:00,-250.0,2016,3,8,Friday
90.4,USD,2016-08-12 10:00:00,91.5,worse,High,Prelim UoM Consumer Sentiment,90.0,accurate,32,2016-08-12 14:00:00+00:00,-1.2,2016,3,8,Friday
0.2%,USD,2016-08-12 10:00:00,0.1%,worse,Low,Business Inventories m/m,0.2%,accurate,32,2016-08-12 14:00:00+00:00,100.0,2016,3,8,Friday
52.9,USD,2016-08-01 09:45:00,52.9,accurate,Low,Final Manufacturing PMI,52.9,accurate,31,2016-08-01 13:45:00+00:00,0.0,2016,3,8,Monday
52.6,USD,2016-08-01 10:00:00,53.1,worse,High,ISM Manufacturing PMI,53.2,accurate,31,2016-08-01 14:00:00+00:00,-0.94,2016,3,8,Monday
-0.6%,USD,2016-08-01 10:00:00,0.5%,worse,Low,Construction Spending m/m,-0.1%,better,31,2016-08-01 14:00:00+00:00,-220.0,2016,3,8,Monday
55.0,USD,2016-08-01 10:00:00,61.0,worse,Low,ISM Manufacturing Prices,60.5,accurate,31,2016-08-01 14:00:00+00:00,-9.84,2016,3,8,Monday
0.1%,USD,2016-08-02 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.2%,accurate,31,2016-08-02 12:30:00+00:00,0.0,2016,3,8,Tuesday
0.4%,USD,2016-08-02 08:30:00,0.3%,better,Medium,Personal Spending m/m,0.4%,accurate,31,2016-08-02 12:30:00+00:00,33.33,2016,3,8,Tuesday
0.2%,USD,2016-08-02 08:30:00,0.3%,worse,Low,Personal Income m/m,0.2%,accurate,31,2016-08-02 12:30:00+00:00,-33.33,2016,3,8,Tuesday
17.9M,USD,2016-08-02 01:00:00,17.1M,better,Low,Total Vehicle Sales,16.7M,accurate,31,2016-08-02 05:00:00+00:00,4.68,2016,3,8,Tuesday
179K,USD,2016-08-03 08:15:00,171K,better,High,ADP Non-Farm Employment Change,176K,accurate,31,2016-08-03 12:15:00+00:00,4.68,2016,3,8,Wednesday
51.4,USD,2016-08-03 09:45:00,51.0,better,Low,Final Services PMI,50.9,accurate,31,2016-08-03 13:45:00+00:00,0.78,2016,3,8,Wednesday
55.5,USD,2016-08-03 10:00:00,56.0,worse,High,ISM Non-Manufacturing PMI,56.5,accurate,31,2016-08-03 14:00:00+00:00,-0.89,2016,3,8,Wednesday
1.4M,USD,2016-08-03 10:30:00,-1.6M,accurate,High,Crude Oil Inventories,1.7M,accurate,31,2016-08-03 14:30:00+00:00,187.5,2016,3,8,Wednesday
269K,USD,2016-08-04 08:30:00,265K,accurate,High,Unemployment Claims,266K,accurate,31,2016-08-04 12:30:00+00:00,1.51,2016,3,8,Thursday
-1.5%,USD,2016-08-04 10:00:00,-1.8%,better,Medium,Factory Orders m/m,-1.2%,worse,31,2016-08-04 14:00:00+00:00,16.67,2016,3,8,Thursday
-6B,USD,2016-08-04 10:30:00,3B,accurate,Low,Natural Gas Storage,17B,accurate,31,2016-08-04 14:30:00+00:00,-300.0,2016,3,8,Thursday
0.3%,USD,2016-08-05 08:30:00,0.2%,better,High,Average Hourly Earnings m/m,0.1%,accurate,31,2016-08-05 12:30:00+00:00,50.0,2016,3,8,Friday
255K,USD,2016-08-05 08:30:00,180K,better,High,Non-Farm Employment Change,292K,accurate,31,2016-08-05 12:30:00+00:00,41.67,2016,3,8,Friday
4.9%,USD,2016-08-05 08:30:00,4.8%,worse,High,Unemployment Rate,4.9%,accurate,31,2016-08-05 12:30:00+00:00,2.08,2016,3,8,Friday
-44.5B,USD,2016-08-05 08:30:00,-42.1B,worse,Low,Trade Balance,-41.0B,accurate,31,2016-08-05 12:30:00+00:00,-5.7,2016,3,8,Friday
12.3B,USD,2016-08-05 15:00:00,15.5B,worse,Low,Consumer Credit m/m,17.9B,worse,31,2016-08-05 19:00:00+00:00,-20.65,2016,3,8,Friday
5.2%,USD,2016-07-26 09:00:00,5.6%,worse,Low,S&P/CS Composite-20 HPI y/y,5.4%,accurate,30,2016-07-26 13:00:00+00:00,-7.14,2016,3,7,Tuesday
50.9,USD,2016-07-26 09:45:00,51.2,accurate,Low,Flash Services PMI,51.4,accurate,30,2016-07-26 13:45:00+00:00,-0.59,2016,3,7,Tuesday
10,USD,2016-07-26 09:59:00,-4,better,Low,Richmond Manufacturing Index,-7,accurate,30,2016-07-26 13:59:00+00:00,350.0,2016,3,7,Tuesday
97.3,USD,2016-07-26 10:00:00,95.6,better,High,CB Consumer Confidence,97.4,worse,30,2016-07-26 14:00:00+00:00,1.78,2016,3,7,Tuesday
592K,USD,2016-07-26 10:00:00,560K,better,Medium,New Home Sales,572K,better,30,2016-07-26 14:00:00+00:00,5.71,2016,3,7,Tuesday
-0.5%,USD,2016-07-27 08:30:00,0.3%,worse,High,Core Durable Goods Orders m/m,-0.4%,accurate,30,2016-07-27 12:30:00+00:00,-266.67,2016,3,7,Wednesday
-4.0%,USD,2016-07-27 08:30:00,-1.1%,worse,Medium,Durable Goods Orders m/m,-2.3%,accurate,30,2016-07-27 12:30:00+00:00,-263.64,2016,3,7,Wednesday
0.2%,USD,2016-07-27 10:00:00,1.9%,worse,Medium,Pending Home Sales m/m,-3.7%,accurate,30,2016-07-27 14:00:00+00:00,-89.47,2016,3,7,Wednesday
1.7M,USD,2016-07-27 10:30:00,-2.1M,accurate,High,Crude Oil Inventories,-2.3M,accurate,30,2016-07-27 14:30:00+00:00,180.95,2016,3,7,Wednesday
<0.50%,USD,2016-07-27 14:00:00,<0.50%,accurate,High,Federal Funds Rate,<0.50%,accurate,30,2016-07-27 18:00:00+00:00,0.0,2016,3,7,Wednesday
266K,USD,2016-07-28 08:30:00,261K,worse,High,Unemployment Claims,252K,accurate,30,2016-07-28 12:30:00+00:00,1.92,2016,3,7,Thursday
-63.3B,USD,2016-07-28 08:30:00,-62.2B,worse,Low,Goods Trade Balance,-61.1B,accurate,30,2016-07-28 12:30:00+00:00,-1.77,2016,3,7,Thursday
17B,USD,2016-07-28 10:30:00,29B,accurate,Low,Natural Gas Storage,34B,accurate,30,2016-07-28 14:30:00+00:00,-41.38,2016,3,7,Thursday
1.2%,USD,2016-07-29 08:30:00,2.6%,worse,High,Advance GDP q/q,1.1%,better,30,2016-07-29 12:30:00+00:00,-53.85,2016,3,7,Friday
2.2%,USD,2016-07-29 08:30:00,1.9%,better,Medium,Advance GDP Price Index q/q,0.4%,worse,30,2016-07-29 12:30:00+00:00,15.79,2016,3,7,Friday
0.6%,USD,2016-07-29 08:30:00,0.6%,accurate,Medium,Employment Cost Index q/q,0.6%,accurate,30,2016-07-29 12:30:00+00:00,0.0,2016,3,7,Friday
55.8,USD,2016-07-29 09:45:00,54.3,better,Medium,Chicago PMI,56.8,accurate,30,2016-07-29 13:45:00+00:00,2.76,2016,3,7,Friday
90.0,USD,2016-07-29 10:00:00,90.2,accurate,Medium,Revised UoM Consumer Sentiment,89.5,accurate,30,2016-07-29 14:00:00+00:00,-0.22,2016,3,7,Friday
59,USD,2016-07-18 10:00:00,60,worse,Low,NAHB Housing Market Index,60,accurate,29,2016-07-18 14:00:00+00:00,-1.67,2016,3,7,Monday
41.1B,USD,2016-07-18 16:00:00,31.6B,better,Low,TIC Long-Term Purchases,-67.4B,better,29,2016-07-18 20:00:00+00:00,30.06,2016,3,7,Monday
1.15M,USD,2016-07-19 08:30:00,1.15M,accurate,High,Building Permits,1.14M,accurate,29,2016-07-19 12:30:00+00:00,0.0,2016,3,7,Tuesday
1.19M,USD,2016-07-19 08:30:00,1.17M,accurate,Medium,Housing Starts,1.14M,accurate,29,2016-07-19 12:30:00+00:00,1.71,2016,3,7,Tuesday
-2.3M,USD,2016-07-20 10:30:00,-1.3M,accurate,High,Crude Oil Inventories,-2.5M,accurate,29,2016-07-20 14:30:00+00:00,-76.92,2016,3,7,Wednesday
-2.9,USD,2016-07-21 08:30:00,5.1,worse,High,Philly Fed Manufacturing Index,4.7,accurate,29,2016-07-21 12:30:00+00:00,-156.86,2016,3,7,Thursday
253K,USD,2016-07-21 08:30:00,271K,better,High,Unemployment Claims,254K,accurate,29,2016-07-21 12:30:00+00:00,-6.64,2016,3,7,Thursday
0.2%,USD,2016-07-21 09:00:00,0.4%,worse,Low,HPI m/m,0.3%,better,29,2016-07-21 13:00:00+00:00,-50.0,2016,3,7,Thursday
5.57M,USD,2016-07-21 10:00:00,5.48M,better,Medium,Existing Home Sales,5.51M,accurate,29,2016-07-21 14:00:00+00:00,1.64,2016,3,7,Thursday
0.3%,USD,2016-07-21 10:00:00,0.2%,better,Low,CB Leading Index m/m,-0.2%,accurate,29,2016-07-21 14:00:00+00:00,50.0,2016,3,7,Thursday
34B,USD,2016-07-21 10:30:00,40B,accurate,Low,Natural Gas Storage,64B,accurate,29,2016-07-21 14:30:00+00:00,-15.0,2016,3,7,Thursday
52.9,USD,2016-07-22 09:45:00,51.9,better,Low,Flash Manufacturing PMI,51.3,accurate,29,2016-07-22 13:45:00+00:00,1.93,2016,3,7,Friday
94.5,USD,2016-07-12 06:00:00,94.1,accurate,Low,NFIB Small Business Index,93.8,accurate,28,2016-07-12 10:00:00+00:00,0.43,2016,3,7,Tuesday
5.50M,USD,2016-07-12 10:00:00,5.74M,worse,Medium,JOLTS Job Openings,5.85M,accurate,28,2016-07-12 14:00:00+00:00,-4.18,2016,3,7,Tuesday
0.1%,USD,2016-07-12 10:00:00,0.2%,better,Low,Final Wholesale Inventories m/m,0.7%,worse,28,2016-07-12 14:00:00+00:00,-50.0,2016,3,7,Tuesday
0.2%,USD,2016-07-13 08:30:00,0.6%,worse,Medium,Import Prices m/m,1.4%,accurate,28,2016-07-13 12:30:00+00:00,-66.67,2016,3,7,Wednesday
-2.5M,USD,2016-07-13 10:30:00,-2.3M,accurate,High,Crude Oil Inventories,-2.2M,accurate,28,2016-07-13 14:30:00+00:00,-8.7,2016,3,7,Wednesday
6.3B,USD,2016-07-13 14:00:00,24.2B,worse,Low,Federal Budget Balance,-52.5B,accurate,28,2016-07-13 18:00:00+00:00,-73.97,2016,3,7,Wednesday
0.5%,USD,2016-07-14 08:30:00,0.3%,better,High,PPI m/m,0.4%,accurate,28,2016-07-14 12:30:00+00:00,66.67,2016,3,7,Thursday
254K,USD,2016-07-14 08:30:00,263K,better,High,Unemployment Claims,254K,accurate,28,2016-07-14 12:30:00+00:00,-3.42,2016,3,7,Thursday
0.4%,USD,2016-07-14 08:30:00,0.1%,better,Medium,Core PPI m/m,0.3%,accurate,28,2016-07-14 12:30:00+00:00,300.0,2016,3,7,Thursday
64B,USD,2016-07-14 10:30:00,61B,accurate,Low,Natural Gas Storage,39B,accurate,28,2016-07-14 14:30:00+00:00,4.92,2016,3,7,Thursday
0.2%,USD,2016-07-15 08:30:00,0.2%,accurate,High,CPI m/m,0.2%,accurate,28,2016-07-15 12:30:00+00:00,0.0,2016,3,7,Friday
0.2%,USD,2016-07-15 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,28,2016-07-15 12:30:00+00:00,0.0,2016,3,7,Friday
0.7%,USD,2016-07-15 08:30:00,0.4%,better,High,Core Retail Sales m/m,0.4%,accurate,28,2016-07-15 12:30:00+00:00,75.0,2016,3,7,Friday
0.6%,USD,2016-07-15 08:30:00,0.1%,better,High,Retail Sales m/m,0.2%,worse,28,2016-07-15 12:30:00+00:00,500.0,2016,3,7,Friday
0.6,USD,2016-07-15 08:30:00,5.1,worse,Medium,Empire State Manufacturing Index,6.0,accurate,28,2016-07-15 12:30:00+00:00,-88.24,2016,3,7,Friday
75.4%,USD,2016-07-15 09:15:00,75.2%,better,Medium,Capacity Utilization Rate,74.9%,accurate,28,2016-07-15 13:15:00+00:00,0.27,2016,3,7,Friday
0.6%,USD,2016-07-15 09:15:00,0.2%,better,Medium,Industrial Production m/m,-0.3%,better,28,2016-07-15 13:15:00+00:00,200.0,2016,3,7,Friday
89.5,USD,2016-07-15 10:00:00,93.7,worse,High,Prelim UoM Consumer Sentiment,93.5,worse,28,2016-07-15 14:00:00+00:00,-4.48,2016,3,7,Friday
0.2%,USD,2016-07-15 10:00:00,0.1%,worse,Low,Business Inventories m/m,0.1%,accurate,28,2016-07-15 14:00:00+00:00,100.0,2016,3,7,Friday
-1.0%,USD,2016-07-05 10:00:00,-0.8%,worse,Medium,Factory Orders m/m,1.8%,accurate,27,2016-07-05 14:00:00+00:00,-25.0,2016,3,7,Tuesday
45.5,USD,2016-07-05 10:00:00,49.3,worse,Low,IBD/TIPP Economic Optimism,48.2,accurate,27,2016-07-05 14:00:00+00:00,-7.71,2016,3,7,Tuesday
-41.1B,USD,2016-07-06 08:30:00,-40.0B,worse,Medium,Trade Balance,-37.4B,accurate,27,2016-07-06 12:30:00+00:00,-2.75,2016,3,7,Wednesday
51.4,USD,2016-07-06 09:45:00,51.5,accurate,Low,Final Services PMI,51.3,accurate,27,2016-07-06 13:45:00+00:00,-0.19,2016,3,7,Wednesday
56.5,USD,2016-07-06 10:00:00,53.3,better,High,ISM Non-Manufacturing PMI,52.9,accurate,27,2016-07-06 14:00:00+00:00,6.0,2016,3,7,Wednesday
172K,USD,2016-07-07 08:15:00,158K,better,High,ADP Non-Farm Employment Change,168K,accurate,27,2016-07-07 12:15:00+00:00,8.86,2016,3,7,Thursday
254K,USD,2016-07-07 08:30:00,269K,better,High,Unemployment Claims,270K,accurate,27,2016-07-07 12:30:00+00:00,-5.58,2016,3,7,Thursday
39B,USD,2016-07-07 10:30:00,42B,accurate,Low,Natural Gas Storage,37B,accurate,27,2016-07-07 14:30:00+00:00,-7.14,2016,3,7,Thursday
-2.2M,USD,2016-07-07 11:00:00,-2.1M,accurate,High,Crude Oil Inventories,-4.1M,accurate,27,2016-07-07 15:00:00+00:00,-4.76,2016,3,7,Thursday
0.1%,USD,2016-07-08 08:30:00,0.2%,worse,High,Average Hourly Earnings m/m,0.2%,accurate,27,2016-07-08 12:30:00+00:00,-50.0,2016,3,7,Friday
287K,USD,2016-07-08 08:30:00,175K,better,High,Non-Farm Employment Change,11K,worse,27,2016-07-08 12:30:00+00:00,64.0,2016,3,7,Friday
4.9%,USD,2016-07-08 08:30:00,4.8%,worse,High,Unemployment Rate,4.7%,accurate,27,2016-07-08 12:30:00+00:00,2.08,2016,3,7,Friday
18.6B,USD,2016-07-08 15:00:00,16.7B,better,Low,Consumer Credit m/m,13.4B,accurate,27,2016-07-08 19:00:00+00:00,11.38,2016,3,7,Friday
-60.6B,USD,2016-06-27 08:30:00,-59.5B,worse,Low,Goods Trade Balance,-57.5B,accurate,26,2016-06-27 12:30:00+00:00,-1.85,2016,2,6,Monday
51.3,USD,2016-06-27 09:45:00,52.0,worse,Low,Flash Services PMI,51.3,accurate,26,2016-06-27 13:45:00+00:00,-1.35,2016,2,6,Monday
1.1%,USD,2016-06-28 08:30:00,1.0%,better,High,Final GDP q/q,0.8%,accurate,26,2016-06-28 12:30:00+00:00,10.0,2016,2,6,Tuesday
0.4%,USD,2016-06-28 08:30:00,0.6%,worse,Low,Final GDP Price Index q/q,0.6%,accurate,26,2016-06-28 12:30:00+00:00,-33.33,2016,2,6,Tuesday
5.4%,USD,2016-06-28 09:00:00,5.5%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.5%,accurate,26,2016-06-28 13:00:00+00:00,-1.82,2016,2,6,Tuesday
-7,USD,2016-06-28 09:59:00,2,worse,Low,Richmond Manufacturing Index,-1,accurate,26,2016-06-28 13:59:00+00:00,-450.0,2016,2,6,Tuesday
98.0,USD,2016-06-28 10:00:00,93.2,better,High,CB Consumer Confidence,92.4,accurate,26,2016-06-28 14:00:00+00:00,5.15,2016,2,6,Tuesday
0.2%,USD,2016-06-29 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.2%,accurate,26,2016-06-29 12:30:00+00:00,0.0,2016,2,6,Wednesday
0.4%,USD,2016-06-29 08:30:00,0.4%,accurate,Medium,Personal Spending m/m,1.1%,better,26,2016-06-29 12:30:00+00:00,0.0,2016,2,6,Wednesday
0.2%,USD,2016-06-29 08:30:00,0.3%,worse,Low,Personal Income m/m,0.5%,better,26,2016-06-29 12:30:00+00:00,-33.33,2016,2,6,Wednesday
-3.7%,USD,2016-06-29 10:00:00,-0.9%,worse,Medium,Pending Home Sales m/m,3.9%,worse,26,2016-06-29 14:00:00+00:00,-311.11,2016,2,6,Wednesday
-4.1M,USD,2016-06-29 10:30:00,-2.3M,accurate,High,Crude Oil Inventories,-0.9M,accurate,26,2016-06-29 14:30:00+00:00,-78.26,2016,2,6,Wednesday
268K,USD,2016-06-30 08:30:00,267K,accurate,High,Unemployment Claims,258K,accurate,26,2016-06-30 12:30:00+00:00,0.37,2016,2,6,Thursday
56.8,USD,2016-06-30 09:45:00,50.6,better,Medium,Chicago PMI,49.3,accurate,26,2016-06-30 13:45:00+00:00,12.25,2016,2,6,Thursday
37B,USD,2016-06-30 10:30:00,48B,accurate,Low,Natural Gas Storage,62B,accurate,26,2016-06-30 14:30:00+00:00,-22.92,2016,2,6,Thursday
51.3,USD,2016-07-01 09:45:00,51.4,accurate,Low,Final Manufacturing PMI,51.4,accurate,26,2016-07-01 13:45:00+00:00,-0.19,2016,3,7,Friday
53.2,USD,2016-07-01 10:00:00,51.3,better,High,ISM Manufacturing PMI,51.3,accurate,26,2016-07-01 14:00:00+00:00,3.7,2016,3,7,Friday
-0.8%,USD,2016-07-01 10:00:00,0.6%,worse,Low,Construction Spending m/m,-2.0%,accurate,26,2016-07-01 14:00:00+00:00,-233.33,2016,3,7,Friday
60.5,USD,2016-07-01 10:00:00,63.9,worse,Low,ISM Manufacturing Prices,63.5,accurate,26,2016-07-01 14:00:00+00:00,-5.32,2016,3,7,Friday
16.7M,USD,2016-07-01 01:00:00,17.3M,worse,Low,Total Vehicle Sales,17.4M,accurate,26,2016-07-01 05:00:00+00:00,-3.47,2016,3,7,Friday
0.2%,USD,2016-06-22 09:00:00,0.6%,worse,Low,HPI m/m,0.7%,accurate,25,2016-06-22 13:00:00+00:00,-66.67,2016,2,6,Wednesday
5.53M,USD,2016-06-22 10:00:00,5.53M,accurate,Medium,Existing Home Sales,5.43M,accurate,25,2016-06-22 14:00:00+00:00,0.0,2016,2,6,Wednesday
-0.9M,USD,2016-06-22 10:30:00,-1.3M,accurate,High,Crude Oil Inventories,-0.9M,accurate,25,2016-06-22 14:30:00+00:00,30.77,2016,2,6,Wednesday
259K,USD,2016-06-23 08:30:00,271K,better,High,Unemployment Claims,277K,accurate,25,2016-06-23 12:30:00+00:00,-4.43,2016,2,6,Thursday
51.4,USD,2016-06-23 09:45:00,50.5,better,Low,Flash Manufacturing PMI,50.7,accurate,25,2016-06-23 13:45:00+00:00,1.78,2016,2,6,Thursday
551K,USD,2016-06-23 10:00:00,561K,worse,Medium,New Home Sales,586K,worse,25,2016-06-23 14:00:00+00:00,-1.78,2016,2,6,Thursday
-0.2%,USD,2016-06-23 10:00:00,0.2%,worse,Low,CB Leading Index m/m,0.6%,accurate,25,2016-06-23 14:00:00+00:00,-200.0,2016,2,6,Thursday
62B,USD,2016-06-23 10:30:00,59B,accurate,Low,Natural Gas Storage,69B,accurate,25,2016-06-23 14:30:00+00:00,5.08,2016,2,6,Thursday
-0.3%,USD,2016-06-24 08:30:00,0.1%,worse,High,Core Durable Goods Orders m/m,0.5%,accurate,25,2016-06-24 12:30:00+00:00,-400.0,2016,2,6,Friday
-2.2%,USD,2016-06-24 08:30:00,-0.5%,worse,Medium,Durable Goods Orders m/m,-0.8%,worse,25,2016-06-24 12:30:00+00:00,-340.0,2016,2,6,Friday
93.5,USD,2016-06-24 10:00:00,94.2,worse,Medium,Revised UoM Consumer Sentiment,94.3,accurate,25,2016-06-24 14:00:00+00:00,-0.74,2016,2,6,Friday
93.8,USD,2016-06-14 05:55:00,93.8,accurate,Low,NFIB Small Business Index,93.6,accurate,24,2016-06-14 09:55:00+00:00,0.0,2016,2,6,Tuesday
0.4%,USD,2016-06-14 08:30:00,0.4%,accurate,High,Core Retail Sales m/m,0.8%,accurate,24,2016-06-14 12:30:00+00:00,0.0,2016,2,6,Tuesday
0.5%,USD,2016-06-14 08:30:00,0.4%,better,High,Retail Sales m/m,1.3%,accurate,24,2016-06-14 12:30:00+00:00,25.0,2016,2,6,Tuesday
1.4%,USD,2016-06-14 08:30:00,0.8%,better,Medium,Import Prices m/m,0.7%,better,24,2016-06-14 12:30:00+00:00,75.0,2016,2,6,Tuesday
0.1%,USD,2016-06-14 10:00:00,0.2%,better,Low,Business Inventories m/m,0.3%,better,24,2016-06-14 14:00:00+00:00,-50.0,2016,2,6,Tuesday
0.4%,USD,2016-06-15 08:30:00,0.3%,better,High,PPI m/m,0.2%,accurate,24,2016-06-15 12:30:00+00:00,33.33,2016,2,6,Wednesday
0.3%,USD,2016-06-15 08:30:00,0.1%,better,Medium,Core PPI m/m,0.1%,accurate,24,2016-06-15 12:30:00+00:00,200.0,2016,2,6,Wednesday
6.0,USD,2016-06-15 08:30:00,-3.4,better,Medium,Empire State Manufacturing Index,-9.0,accurate,24,2016-06-15 12:30:00+00:00,276.47,2016,2,6,Wednesday
74.9%,USD,2016-06-15 09:15:00,75.2%,worse,Medium,Capacity Utilization Rate,75.3%,accurate,24,2016-06-15 13:15:00+00:00,-0.4,2016,2,6,Wednesday
-0.4%,USD,2016-06-15 09:15:00,-0.2%,worse,Medium,Industrial Production m/m,0.6%,worse,24,2016-06-15 13:15:00+00:00,-100.0,2016,2,6,Wednesday
-0.9M,USD,2016-06-15 10:30:00,0.3M,accurate,High,Crude Oil Inventories,-3.2M,accurate,24,2016-06-15 14:30:00+00:00,-400.0,2016,2,6,Wednesday
<0.50%,USD,2016-06-15 14:00:00,<0.50%,accurate,High,Federal Funds Rate,<0.50%,accurate,24,2016-06-15 18:00:00+00:00,0.0,2016,2,6,Wednesday
-79.6B,USD,2016-06-15 16:00:00,30.2B,worse,Low,TIC Long-Term Purchases,78.1B,accurate,24,2016-06-15 20:00:00+00:00,-363.58,2016,2,6,Wednesday
0.2%,USD,2016-06-16 08:30:00,0.3%,worse,High,CPI m/m,0.4%,accurate,24,2016-06-16 12:30:00+00:00,-33.33,2016,2,6,Thursday
0.2%,USD,2016-06-16 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,24,2016-06-16 12:30:00+00:00,0.0,2016,2,6,Thursday
4.7,USD,2016-06-16 08:30:00,1.1,better,High,Philly Fed Manufacturing Index,-1.8,accurate,24,2016-06-16 12:30:00+00:00,327.27,2016,2,6,Thursday
277K,USD,2016-06-16 08:30:00,267K,worse,High,Unemployment Claims,264K,accurate,24,2016-06-16 12:30:00+00:00,3.75,2016,2,6,Thursday
-125B,USD,2016-06-16 08:30:00,-125B,accurate,Medium,Current Account,-113B,better,24,2016-06-16 12:30:00+00:00,0.0,2016,2,6,Thursday
60,USD,2016-06-16 10:00:00,59,better,Low,NAHB Housing Market Index,58,accurate,24,2016-06-16 14:00:00+00:00,1.69,2016,2,6,Thursday
69B,USD,2016-06-16 10:30:00,66B,accurate,Low,Natural Gas Storage,65B,accurate,24,2016-06-16 14:30:00+00:00,4.55,2016,2,6,Thursday
1.14M,USD,2016-06-17 08:30:00,1.15M,accurate,High,Building Permits,1.13M,accurate,24,2016-06-17 12:30:00+00:00,-0.87,2016,2,6,Friday
1.16M,USD,2016-06-17 08:30:00,1.15M,accurate,Medium,Housing Starts,1.17M,accurate,24,2016-06-17 12:30:00+00:00,0.87,2016,2,6,Friday
-0.6%,USD,2016-06-07 08:30:00,-0.6%,accurate,Medium,Revised Nonfarm Productivity q/q,-1.0%,accurate,23,2016-06-07 12:30:00+00:00,0.0,2016,2,6,Tuesday
