actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
1.4%,USD,2013-08-16 08:30:00,1.4%,accurate,Medium,Prelim Unit Labor Costs q/q,-4.3%,worse,33,2013-08-16 12:30:00+00:00,0.0,2013,3,8,Friday
80.0,USD,2013-08-16 09:55:00,85.6,worse,High,Prelim UoM Consumer Sentiment,85.1,better,33,2013-08-16 13:55:00+00:00,-6.54,2013,3,8,Friday
56.0,USD,2013-08-05 10:00:00,53.2,better,High,ISM Non-Manufacturing PMI,52.2,accurate,32,2013-08-05 14:00:00+00:00,5.26,2013,3,8,Monday
-34.2B,USD,2013-08-06 08:30:00,-43.1B,better,High,Trade Balance,-44.1B,better,32,2013-08-06 12:30:00+00:00,20.65,2013,3,8,Tuesday
3.94M,USD,2013-08-06 10:00:00,3.91M,accurate,Medium,JOLTS Job Openings,3.91M,better,32,2013-08-06 14:00:00+00:00,0.77,2013,3,8,Tuesday
45.1,USD,2013-08-06 10:00:00,47.9,worse,Low,IBD/TIPP Economic Optimism,47.1,accurate,32,2013-08-06 14:00:00+00:00,-5.85,2013,3,8,Tuesday
-1.3M,USD,2013-08-07 10:30:00,-1.2M,accurate,Medium,Crude Oil Inventories,0.4M,accurate,32,2013-08-07 14:30:00+00:00,-8.33,2013,3,8,Wednesday
13.8B,USD,2013-08-07 15:00:00,15.3B,worse,Low,Consumer Credit m/m,17.5B,worse,32,2013-08-07 19:00:00+00:00,-9.8,2013,3,8,Wednesday
333K,USD,2013-08-08 08:30:00,336K,accurate,High,Unemployment Claims,328K,accurate,32,2013-08-08 12:30:00+00:00,-0.89,2013,3,8,Thursday
96B,USD,2013-08-08 10:30:00,74B,accurate,Low,Natural Gas Storage,59B,accurate,32,2013-08-08 14:30:00+00:00,29.73,2013,3,8,Thursday
-0.2%,USD,2013-08-09 10:00:00,0.5%,better,Low,Final Wholesale Inventories m/m,-0.6%,better,32,2013-08-09 14:00:00+00:00,-140.0,2013,3,8,Friday
-0.4%,USD,2013-07-29 10:00:00,-1.1%,better,High,Pending Home Sales m/m,5.8%,worse,31,2013-07-29 14:00:00+00:00,63.64,2013,3,7,Monday
12.2%,USD,2013-07-30 09:00:00,12.4%,worse,Medium,S&P/CS Composite-20 HPI y/y,12.1%,accurate,31,2013-07-30 13:00:00+00:00,-1.61,2013,3,7,Tuesday
80.3,USD,2013-07-30 10:00:00,81.1,worse,High,CB Consumer Confidence,82.1,better,31,2013-07-30 14:00:00+00:00,-0.99,2013,3,7,Tuesday
200K,USD,2013-07-31 08:15:00,179K,better,High,ADP Non-Farm Employment Change,198K,better,31,2013-07-31 12:15:00+00:00,11.73,2013,3,7,Wednesday
1.7%,USD,2013-07-31 08:30:00,1.1%,better,High,Advance GDP q/q,1.8%,worse,31,2013-07-31 12:30:00+00:00,54.55,2013,3,7,Wednesday
0.7%,USD,2013-07-31 08:30:00,1.1%,worse,Medium,Advance GDP Price Index q/q,1.2%,accurate,31,2013-07-31 12:30:00+00:00,-36.36,2013,3,7,Wednesday
0.5%,USD,2013-07-31 08:30:00,0.4%,better,Medium,Employment Cost Index q/q,0.3%,accurate,31,2013-07-31 12:30:00+00:00,25.0,2013,3,7,Wednesday
52.3,USD,2013-07-31 09:45:00,53.7,worse,Medium,Chicago PMI,51.6,accurate,31,2013-07-31 13:45:00+00:00,-2.61,2013,3,7,Wednesday
0.4M,USD,2013-07-31 10:30:00,-2.1M,accurate,Medium,Crude Oil Inventories,-2.8M,accurate,31,2013-07-31 14:30:00+00:00,119.05,2013,3,7,Wednesday
<0.25%,USD,2013-07-31 14:00:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,31,2013-07-31 18:00:00+00:00,0.0,2013,3,7,Wednesday
326K,USD,2013-08-01 08:30:00,346K,better,High,Unemployment Claims,345K,accurate,31,2013-08-01 12:30:00+00:00,-5.78,2013,3,8,Thursday
53.7,USD,2013-08-01 09:00:00,53.1,better,Low,Final Manufacturing PMI,53.2,accurate,31,2013-08-01 13:00:00+00:00,1.13,2013,3,8,Thursday
55.4,USD,2013-08-01 10:00:00,52.1,better,High,ISM Manufacturing PMI,50.9,accurate,31,2013-08-01 14:00:00+00:00,6.33,2013,3,8,Thursday
-0.6%,USD,2013-08-01 10:00:00,0.4%,worse,Low,Construction Spending m/m,1.3%,better,31,2013-08-01 14:00:00+00:00,-250.0,2013,3,8,Thursday
49.0,USD,2013-08-01 10:00:00,53.0,worse,Low,ISM Manufacturing Prices,52.5,accurate,31,2013-08-01 14:00:00+00:00,-7.55,2013,3,8,Thursday
59B,USD,2013-08-01 10:30:00,55B,accurate,Low,Natural Gas Storage,41B,accurate,31,2013-08-01 14:30:00+00:00,7.27,2013,3,8,Thursday
15.7M,USD,2013-08-01 01:00:00,15.8M,accurate,Low,Total Vehicle Sales,16.0M,accurate,31,2013-08-01 05:00:00+00:00,-0.63,2013,3,8,Thursday
162K,USD,2013-08-02 08:30:00,184K,worse,High,Non-Farm Employment Change,188K,worse,31,2013-08-02 12:30:00+00:00,-11.96,2013,3,8,Friday
7.4%,USD,2013-08-02 08:30:00,7.5%,better,High,Unemployment Rate,7.6%,accurate,31,2013-08-02 12:30:00+00:00,-1.33,2013,3,8,Friday
-0.1%,USD,2013-08-02 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.4%,accurate,31,2013-08-02 12:30:00+00:00,-150.0,2013,3,8,Friday
0.2%,USD,2013-08-02 08:30:00,0.1%,better,Medium,Core PCE Price Index m/m,0.1%,accurate,31,2013-08-02 12:30:00+00:00,100.0,2013,3,8,Friday
0.3%,USD,2013-08-02 08:30:00,0.5%,worse,Low,Personal Income m/m,0.4%,worse,31,2013-08-02 12:30:00+00:00,-40.0,2013,3,8,Friday
0.5%,USD,2013-08-02 08:30:00,0.5%,accurate,Low,Personal Spending m/m,0.2%,worse,31,2013-08-02 12:30:00+00:00,0.0,2013,3,8,Friday
1.5%,USD,2013-08-02 10:00:00,2.3%,worse,Medium,Factory Orders m/m,3.0%,better,31,2013-08-02 14:00:00+00:00,-34.78,2013,3,8,Friday
5.08M,USD,2013-07-22 10:00:00,5.27M,worse,High,Existing Home Sales,5.14M,worse,30,2013-07-22 14:00:00+00:00,-3.61,2013,3,7,Monday
0.7%,USD,2013-07-23 09:00:00,0.9%,worse,Low,HPI m/m,0.5%,worse,30,2013-07-23 13:00:00+00:00,-22.22,2013,3,7,Tuesday
-11,USD,2013-07-23 09:59:00,7,worse,Low,Richmond Manufacturing Index,8,accurate,30,2013-07-23 13:59:00+00:00,-257.14,2013,3,7,Tuesday
53.2,USD,2013-07-24 09:00:00,52.5,better,Medium,Flash Manufacturing PMI,51.9,accurate,30,2013-07-24 13:00:00+00:00,1.33,2013,3,7,Wednesday
497K,USD,2013-07-24 10:00:00,482K,better,High,New Home Sales,459K,worse,30,2013-07-24 14:00:00+00:00,3.11,2013,3,7,Wednesday
-2.8M,USD,2013-07-24 10:30:00,-2.5M,accurate,Medium,Crude Oil Inventories,-6.9M,accurate,30,2013-07-24 14:30:00+00:00,-12.0,2013,3,7,Wednesday
0.0%,USD,2013-07-25 08:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,0.5%,worse,30,2013-07-25 12:30:00+00:00,-100.0,2013,3,7,Thursday
343K,USD,2013-07-25 08:30:00,339K,accurate,High,Unemployment Claims,336K,accurate,30,2013-07-25 12:30:00+00:00,1.18,2013,3,7,Thursday
4.2%,USD,2013-07-25 08:30:00,1.1%,better,Medium,Durable Goods Orders m/m,3.7%,accurate,30,2013-07-25 12:30:00+00:00,281.82,2013,3,7,Thursday
41B,USD,2013-07-25 10:30:00,44B,accurate,Low,Natural Gas Storage,58B,accurate,30,2013-07-25 14:30:00+00:00,-6.82,2013,3,7,Thursday
85.1,USD,2013-07-26 09:55:00,84.0,better,Medium,Revised UoM Consumer Sentiment,83.9,accurate,30,2013-07-26 13:55:00+00:00,1.31,2013,3,7,Friday
0.0%,USD,2013-07-15 08:30:00,0.5%,worse,High,Core Retail Sales m/m,0.3%,accurate,29,2013-07-15 12:30:00+00:00,-100.0,2013,3,7,Monday
0.4%,USD,2013-07-15 08:30:00,0.7%,worse,High,Retail Sales m/m,0.5%,worse,29,2013-07-15 12:30:00+00:00,-42.86,2013,3,7,Monday
9.5,USD,2013-07-15 08:30:00,5.2,better,Medium,Empire State Manufacturing Index,7.8,accurate,29,2013-07-15 12:30:00+00:00,82.69,2013,3,7,Monday
0.1%,USD,2013-07-15 10:00:00,0.2%,better,Medium,Business Inventories m/m,0.2%,better,29,2013-07-15 14:00:00+00:00,-50.0,2013,3,7,Monday
0.2%,USD,2013-07-16 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,29,2013-07-16 12:30:00+00:00,0.0,2013,3,7,Tuesday
0.5%,USD,2013-07-16 08:30:00,0.3%,better,Medium,CPI m/m,0.1%,accurate,29,2013-07-16 12:30:00+00:00,66.67,2013,3,7,Tuesday
-27.2B,USD,2013-07-16 09:00:00,14.3B,worse,Medium,TIC Long-Term Purchases,-21.8B,better,29,2013-07-16 13:00:00+00:00,-290.21,2013,3,7,Tuesday
77.8%,USD,2013-07-16 09:15:00,77.8%,accurate,Medium,Capacity Utilization Rate,77.7%,accurate,29,2013-07-16 13:15:00+00:00,0.0,2013,3,7,Tuesday
0.3%,USD,2013-07-16 09:15:00,0.2%,better,Medium,Industrial Production m/m,0.0%,accurate,29,2013-07-16 13:15:00+00:00,50.0,2013,3,7,Tuesday
57,USD,2013-07-16 10:00:00,51,better,Low,NAHB Housing Market Index,51,worse,29,2013-07-16 14:00:00+00:00,11.76,2013,3,7,Tuesday
0.91M,USD,2013-07-17 08:30:00,1.00M,worse,High,Building Permits,0.99M,accurate,29,2013-07-17 12:30:00+00:00,-9.0,2013,3,7,Wednesday
0.84M,USD,2013-07-17 08:30:00,0.96M,worse,Medium,Housing Starts,0.93M,accurate,29,2013-07-17 12:30:00+00:00,-12.5,2013,3,7,Wednesday
-6.9M,USD,2013-07-17 10:30:00,-1.9M,accurate,Medium,Crude Oil Inventories,-9.9M,accurate,29,2013-07-17 14:30:00+00:00,-263.16,2013,3,7,Wednesday
334K,USD,2013-07-18 08:30:00,344K,better,High,Unemployment Claims,358K,accurate,29,2013-07-18 12:30:00+00:00,-2.91,2013,3,7,Thursday
19.8,USD,2013-07-18 10:00:00,8.5,better,High,Philly Fed Manufacturing Index,12.5,accurate,29,2013-07-18 14:00:00+00:00,132.94,2013,3,7,Thursday
0.0%,USD,2013-07-18 10:00:00,0.3%,worse,Low,CB Leading Index m/m,0.2%,better,29,2013-07-18 14:00:00+00:00,-100.0,2013,3,7,Thursday
58B,USD,2013-07-18 10:30:00,63B,accurate,Low,Natural Gas Storage,82B,accurate,29,2013-07-18 14:30:00+00:00,-7.94,2013,3,7,Thursday
19.6B,USD,2013-07-08 15:00:00,13.2B,better,Low,Consumer Credit m/m,10.9B,accurate,28,2013-07-08 19:00:00+00:00,48.48,2013,3,7,Monday
93.5,USD,2013-07-09 07:30:00,96.2,worse,Low,NFIB Small Business Index,94.4,accurate,28,2013-07-09 11:30:00+00:00,-2.81,2013,3,7,Tuesday
3.83M,USD,2013-07-09 10:00:00,3.81M,accurate,Medium,JOLTS Job Openings,3.80M,accurate,28,2013-07-09 14:00:00+00:00,0.52,2013,3,7,Tuesday
-0.5%,USD,2013-07-10 10:00:00,0.3%,better,Low,Final Wholesale Inventories m/m,-0.1%,better,28,2013-07-10 14:00:00+00:00,-266.67,2013,3,7,Wednesday
-9.9M,USD,2013-07-10 10:30:00,-2.9M,accurate,Medium,Crude Oil Inventories,-10.3M,accurate,28,2013-07-10 14:30:00+00:00,-241.38,2013,3,7,Wednesday
360K,USD,2013-07-11 08:30:00,342K,worse,High,Unemployment Claims,344K,accurate,28,2013-07-11 12:30:00+00:00,5.26,2013,3,7,Thursday
-0.2%,USD,2013-07-11 08:30:00,0.1%,worse,Medium,Import Prices m/m,-0.7%,accurate,28,2013-07-11 12:30:00+00:00,-300.0,2013,3,7,Thursday
82B,USD,2013-07-11 10:30:00,80B,accurate,Low,Natural Gas Storage,72B,accurate,28,2013-07-11 14:30:00+00:00,2.5,2013,3,7,Thursday
116.5B,USD,2013-07-11 13:54:00,42.1B,better,Medium,Federal Budget Balance,-138.7B,accurate,28,2013-07-11 17:54:00+00:00,176.72,2013,3,7,Thursday
0.8%,USD,2013-07-12 08:30:00,0.5%,better,High,PPI m/m,0.5%,accurate,28,2013-07-12 12:30:00+00:00,60.0,2013,3,7,Friday
0.2%,USD,2013-07-12 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.1%,accurate,28,2013-07-12 12:30:00+00:00,0.0,2013,3,7,Friday
83.9,USD,2013-07-12 09:55:00,85.3,worse,High,Prelim UoM Consumer Sentiment,84.1,better,28,2013-07-12 13:55:00+00:00,-1.64,2013,3,7,Friday
51.9,USD,2013-07-01 09:00:00,52.4,worse,Low,Final Manufacturing PMI,52.2,accurate,27,2013-07-01 13:00:00+00:00,-0.95,2013,3,7,Monday
50.9,USD,2013-07-01 10:00:00,50.6,accurate,High,ISM Manufacturing PMI,49.0,accurate,27,2013-07-01 14:00:00+00:00,0.59,2013,3,7,Monday
0.5%,USD,2013-07-01 10:00:00,0.6%,accurate,Low,Construction Spending m/m,0.1%,worse,27,2013-07-01 14:00:00+00:00,-16.67,2013,3,7,Monday
52.5,USD,2013-07-01 10:00:00,50.5,better,Low,ISM Manufacturing Prices,49.5,accurate,27,2013-07-01 14:00:00+00:00,3.96,2013,3,7,Monday
2.1%,USD,2013-07-02 10:00:00,2.0%,accurate,Medium,Factory Orders m/m,1.3%,better,27,2013-07-02 14:00:00+00:00,5.0,2013,3,7,Tuesday
47.1,USD,2013-07-02 10:00:00,49.3,worse,Low,IBD/TIPP Economic Optimism,49.0,accurate,27,2013-07-02 14:00:00+00:00,-4.46,2013,3,7,Tuesday
16.0M,USD,2013-07-02 01:00:00,15.3M,better,Low,Total Vehicle Sales,15.3M,accurate,27,2013-07-02 05:00:00+00:00,4.58,2013,3,7,Tuesday
188K,USD,2013-07-03 08:15:00,161K,better,High,ADP Non-Farm Employment Change,134K,accurate,27,2013-07-03 12:15:00+00:00,16.77,2013,3,7,Wednesday
-45.0B,USD,2013-07-03 08:30:00,-40.3B,worse,High,Trade Balance,-40.1B,accurate,27,2013-07-03 12:30:00+00:00,-11.66,2013,3,7,Wednesday
343K,USD,2013-07-03 08:30:00,345K,accurate,High,Unemployment Claims,348K,accurate,27,2013-07-03 12:30:00+00:00,-0.58,2013,3,7,Wednesday
52.2,USD,2013-07-03 10:00:00,54.3,worse,High,ISM Non-Manufacturing PMI,53.7,accurate,27,2013-07-03 14:00:00+00:00,-3.87,2013,3,7,Wednesday
-10.3M,USD,2013-07-03 10:30:00,-2.6M,accurate,Medium,Crude Oil Inventories,0.0M,accurate,27,2013-07-03 14:30:00+00:00,-296.15,2013,3,7,Wednesday
72B,USD,2013-07-03 12:00:00,75B,accurate,Low,Natural Gas Storage,95B,accurate,27,2013-07-03 16:00:00+00:00,-4.0,2013,3,7,Wednesday
195K,USD,2013-07-05 08:30:00,163K,better,High,Non-Farm Employment Change,195K,better,27,2013-07-05 12:30:00+00:00,19.63,2013,3,7,Friday
7.6%,USD,2013-07-05 08:30:00,7.5%,worse,High,Unemployment Rate,7.6%,accurate,27,2013-07-05 12:30:00+00:00,1.33,2013,3,7,Friday
0.4%,USD,2013-07-05 08:30:00,0.2%,better,Medium,Average Hourly Earnings m/m,0.1%,better,27,2013-07-05 12:30:00+00:00,100.0,2013,3,7,Friday
0.7%,USD,2013-06-25 08:30:00,0.0%,better,High,Core Durable Goods Orders m/m,1.5%,better,26,2013-06-25 12:30:00+00:00,700.0,2013,2,6,Tuesday
3.6%,USD,2013-06-25 08:30:00,3.0%,better,Medium,Durable Goods Orders m/m,3.5%,better,26,2013-06-25 12:30:00+00:00,20.0,2013,2,6,Tuesday
12.1%,USD,2013-06-25 09:00:00,10.6%,better,Medium,S&P/CS Composite-20 HPI y/y,10.9%,accurate,26,2013-06-25 13:00:00+00:00,14.15,2013,2,6,Tuesday
0.7%,USD,2013-06-25 09:00:00,1.2%,worse,Low,HPI m/m,1.5%,better,26,2013-06-25 13:00:00+00:00,-41.67,2013,2,6,Tuesday
8,USD,2013-06-25 09:59:00,0,better,Low,Richmond Manufacturing Index,-2,accurate,26,2013-06-25 13:59:00+00:00,800.0,2013,2,6,Tuesday
81.4,USD,2013-06-25 10:00:00,75.2,better,High,CB Consumer Confidence,74.3,worse,26,2013-06-25 14:00:00+00:00,8.24,2013,2,6,Tuesday
476K,USD,2013-06-25 10:00:00,462K,better,High,New Home Sales,466K,better,26,2013-06-25 14:00:00+00:00,3.03,2013,2,6,Tuesday
1.8%,USD,2013-06-26 08:30:00,2.4%,worse,Medium,Final GDP q/q,2.4%,accurate,26,2013-06-26 12:30:00+00:00,-25.0,2013,2,6,Wednesday
1.2%,USD,2013-06-26 08:30:00,1.1%,accurate,Low,Final GDP Price Index q/q,1.1%,accurate,26,2013-06-26 12:30:00+00:00,9.09,2013,2,6,Wednesday
0.0M,USD,2013-06-26 10:30:00,-1.9M,accurate,Medium,Crude Oil Inventories,0.3M,accurate,26,2013-06-26 14:30:00+00:00,100.0,2013,2,6,Wednesday
346K,USD,2013-06-27 08:30:00,347K,accurate,High,Unemployment Claims,355K,accurate,26,2013-06-27 12:30:00+00:00,-0.29,2013,2,6,Thursday
0.1%,USD,2013-06-27 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.0%,accurate,26,2013-06-27 12:30:00+00:00,0.0,2013,2,6,Thursday
0.3%,USD,2013-06-27 08:30:00,0.3%,accurate,Medium,Personal Spending m/m,-0.3%,worse,26,2013-06-27 12:30:00+00:00,0.0,2013,2,6,Thursday
0.5%,USD,2013-06-27 08:30:00,0.2%,better,Low,Personal Income m/m,0.1%,better,26,2013-06-27 12:30:00+00:00,150.0,2013,2,6,Thursday
6.7%,USD,2013-06-27 10:00:00,1.1%,better,High,Pending Home Sales m/m,-0.5%,worse,26,2013-06-27 14:00:00+00:00,509.09,2013,2,6,Thursday
95B,USD,2013-06-27 10:30:00,89B,accurate,Low,Natural Gas Storage,91B,accurate,26,2013-06-27 14:30:00+00:00,6.74,2013,2,6,Thursday
51.6,USD,2013-06-28 09:45:00,55.5,worse,Medium,Chicago PMI,58.7,accurate,26,2013-06-28 13:45:00+00:00,-7.03,2013,2,6,Friday
84.1,USD,2013-06-28 09:55:00,83.1,better,Medium,Revised UoM Consumer Sentiment,82.7,accurate,26,2013-06-28 13:55:00+00:00,1.2,2013,2,6,Friday
7.8,USD,2013-06-17 08:30:00,0.4,better,Medium,Empire State Manufacturing Index,-1.4,accurate,25,2013-06-17 12:30:00+00:00,1850.0,2013,2,6,Monday
52,USD,2013-06-17 10:00:00,45,better,Low,NAHB Housing Market Index,44,accurate,25,2013-06-17 14:00:00+00:00,15.56,2013,2,6,Monday
0.97M,USD,2013-06-18 08:30:00,0.98M,accurate,High,Building Permits,1.01M,accurate,25,2013-06-18 12:30:00+00:00,-1.02,2013,2,6,Tuesday
0.2%,USD,2013-06-18 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,25,2013-06-18 12:30:00+00:00,0.0,2013,2,6,Tuesday
0.1%,USD,2013-06-18 08:30:00,0.1%,accurate,Medium,CPI m/m,-0.4%,accurate,25,2013-06-18 12:30:00+00:00,0.0,2013,2,6,Tuesday
0.91M,USD,2013-06-18 08:30:00,0.95M,worse,Medium,Housing Starts,0.86M,accurate,25,2013-06-18 12:30:00+00:00,-4.21,2013,2,6,Tuesday
0.3M,USD,2013-06-19 10:30:00,0.5M,accurate,Medium,Crude Oil Inventories,2.5M,accurate,25,2013-06-19 14:30:00+00:00,-40.0,2013,2,6,Wednesday
<0.25%,USD,2013-06-19 14:00:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,25,2013-06-19 18:00:00+00:00,0.0,2013,2,6,Wednesday
354K,USD,2013-06-20 08:30:00,343K,worse,High,Unemployment Claims,336K,accurate,25,2013-06-20 12:30:00+00:00,3.21,2013,2,6,Thursday
52.2,USD,2013-06-20 09:00:00,52.5,accurate,Medium,Flash Manufacturing PMI,52.3,better,25,2013-06-20 13:00:00+00:00,-0.57,2013,2,6,Thursday
5.18M,USD,2013-06-20 10:00:00,5.01M,better,High,Existing Home Sales,4.97M,accurate,25,2013-06-20 14:00:00+00:00,3.39,2013,2,6,Thursday
12.5,USD,2013-06-20 10:00:00,-0.6,better,High,Philly Fed Manufacturing Index,-5.2,accurate,25,2013-06-20 14:00:00+00:00,2183.33,2013,2,6,Thursday
0.1%,USD,2013-06-20 10:00:00,0.2%,worse,Low,CB Leading Index m/m,0.8%,better,25,2013-06-20 14:00:00+00:00,-50.0,2013,2,6,Thursday
91B,USD,2013-06-20 10:30:00,89B,accurate,Low,Natural Gas Storage,95B,accurate,25,2013-06-20 14:30:00+00:00,2.25,2013,2,6,Thursday
94.4,USD,2013-06-11 07:30:00,93.4,better,Low,NFIB Small Business Index,92.1,accurate,24,2013-06-11 11:30:00+00:00,1.07,2013,2,6,Tuesday
3.76M,USD,2013-06-11 10:00:00,3.88M,worse,Medium,JOLTS Job Openings,3.88M,accurate,24,2013-06-11 14:00:00+00:00,-3.09,2013,2,6,Tuesday
0.2%,USD,2013-06-11 10:00:00,0.1%,worse,Low,Final Wholesale Inventories m/m,0.3%,better,24,2013-06-11 14:00:00+00:00,100.0,2013,2,6,Tuesday
2.5M,USD,2013-06-12 10:30:00,-1.4M,accurate,Medium,Crude Oil Inventories,-6.3M,accurate,24,2013-06-12 14:30:00+00:00,278.57,2013,2,6,Wednesday
-138.7B,USD,2013-06-12 13:52:00,-110.2B,worse,Medium,Federal Budget Balance,112.9B,accurate,24,2013-06-12 17:52:00+00:00,-25.86,2013,2,6,Wednesday
0.3%,USD,2013-06-13 08:30:00,0.3%,accurate,High,Core Retail Sales m/m,0.0%,better,24,2013-06-13 12:30:00+00:00,0.0,2013,2,6,Thursday
0.6%,USD,2013-06-13 08:30:00,0.4%,better,High,Retail Sales m/m,0.1%,accurate,24,2013-06-13 12:30:00+00:00,50.0,2013,2,6,Thursday
334K,USD,2013-06-13 08:30:00,354K,better,High,Unemployment Claims,346K,accurate,24,2013-06-13 12:30:00+00:00,-5.65,2013,2,6,Thursday
-0.6%,USD,2013-06-13 08:30:00,0.0%,worse,Medium,Import Prices m/m,-0.7%,worse,24,2013-06-13 12:30:00+00:00,-600.0,2013,2,6,Thursday
0.3%,USD,2013-06-13 10:00:00,0.3%,accurate,Medium,Business Inventories m/m,-0.1%,better,24,2013-06-13 14:00:00+00:00,0.0,2013,2,6,Thursday
95B,USD,2013-06-13 10:30:00,96B,accurate,Low,Natural Gas Storage,111B,accurate,24,2013-06-13 14:30:00+00:00,-1.04,2013,2,6,Thursday
0.5%,USD,2013-06-14 08:30:00,0.1%,better,High,PPI m/m,-0.7%,accurate,24,2013-06-14 12:30:00+00:00,400.0,2013,2,6,Friday
0.1%,USD,2013-06-14 08:30:00,0.1%,accurate,Medium,Core PPI m/m,0.1%,accurate,24,2013-06-14 12:30:00+00:00,0.0,2013,2,6,Friday
-106B,USD,2013-06-14 08:30:00,-110B,better,Medium,Current Account,-102B,better,24,2013-06-14 12:30:00+00:00,3.64,2013,2,6,Friday
-37.3B,USD,2013-06-14 09:00:00,35.0B,worse,Medium,TIC Long-Term Purchases,-13.4B,accurate,24,2013-06-14 13:00:00+00:00,-206.57,2013,2,6,Friday
77.6%,USD,2013-06-14 09:15:00,77.9%,worse,Medium,Capacity Utilization Rate,77.7%,accurate,24,2013-06-14 13:15:00+00:00,-0.39,2013,2,6,Friday
0.0%,USD,2013-06-14 09:15:00,0.3%,worse,Medium,Industrial Production m/m,-0.4%,better,24,2013-06-14 13:15:00+00:00,-100.0,2013,2,6,Friday
82.7,USD,2013-06-14 09:55:00,84.9,worse,High,Prelim UoM Consumer Sentiment,84.5,better,24,2013-06-14 13:55:00+00:00,-2.59,2013,2,6,Friday
52.3,USD,2013-06-03 09:00:00,52.0,accurate,Low,Final Manufacturing PMI,51.9,accurate,23,2013-06-03 13:00:00+00:00,0.58,2013,2,6,Monday
49.0,USD,2013-06-03 10:00:00,50.6,worse,High,ISM Manufacturing PMI,50.7,accurate,23,2013-06-03 14:00:00+00:00,-3.16,2013,2,6,Monday
0.4%,USD,2013-06-03 10:00:00,1.1%,worse,Low,Construction Spending m/m,-0.8%,better,23,2013-06-03 14:00:00+00:00,-63.64,2013,2,6,Monday
49.5,USD,2013-06-03 10:00:00,49.6,accurate,Low,ISM Manufacturing Prices,50.0,accurate,23,2013-06-03 14:00:00+00:00,-0.2,2013,2,6,Monday
15.3M,USD,2013-06-03 01:00:00,15.2M,accurate,Low,Total Vehicle Sales,14.9M,accurate,23,2013-06-03 05:00:00+00:00,0.66,2013,2,6,Monday
-40.3B,USD,2013-06-04 08:30:00,-41.1B,better,High,Trade Balance,-37.1B,better,23,2013-06-04 12:30:00+00:00,1.95,2013,2,6,Tuesday
49.0,USD,2013-06-04 10:00:00,50.2,worse,Low,IBD/TIPP Economic Optimism,45.1,accurate,23,2013-06-04 14:00:00+00:00,-2.39,2013,2,6,Tuesday
135K,USD,2013-06-05 08:15:00,171K,worse,High,ADP Non-Farm Employment Change,113K,accurate,23,2013-06-05 12:15:00+00:00,-21.05,2013,2,6,Wednesday
0.5%,USD,2013-06-05 08:30:00,0.7%,better,Medium,Revised Nonfarm Productivity q/q,0.7%,accurate,23,2013-06-05 12:30:00+00:00,-28.57,2013,2,6,Wednesday
-4.3%,USD,2013-06-05 08:30:00,0.5%,worse,Low,Revised Unit Labor Costs q/q,0.5%,accurate,23,2013-06-05 12:30:00+00:00,-960.0,2013,2,6,Wednesday
53.7,USD,2013-06-05 10:00:00,53.4,accurate,High,ISM Non-Manufacturing PMI,53.1,accurate,23,2013-06-05 14:00:00+00:00,0.56,2013,2,6,Wednesday
1.0%,USD,2013-06-05 10:00:00,1.6%,worse,Medium,Factory Orders m/m,-4.9%,worse,23,2013-06-05 14:00:00+00:00,-37.5,2013,2,6,Wednesday
-6.3M,USD,2013-06-05 10:30:00,-0.8M,accurate,Medium,Crude Oil Inventories,3.0M,accurate,23,2013-06-05 14:30:00+00:00,-687.5,2013,2,6,Wednesday
346K,USD,2013-06-06 08:30:00,345K,accurate,High,Unemployment Claims,357K,accurate,23,2013-06-06 12:30:00+00:00,0.29,2013,2,6,Thursday
111B,USD,2013-06-06 10:30:00,101B,accurate,Low,Natural Gas Storage,88B,accurate,23,2013-06-06 14:30:00+00:00,9.9,2013,2,6,Thursday
175K,USD,2013-06-07 08:30:00,167K,better,High,Non-Farm Employment Change,149K,worse,23,2013-06-07 12:30:00+00:00,4.79,2013,2,6,Friday
7.6%,USD,2013-06-07 08:30:00,7.5%,worse,High,Unemployment Rate,7.5%,accurate,23,2013-06-07 12:30:00+00:00,1.33,2013,2,6,Friday
0.0%,USD,2013-06-07 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.2%,accurate,23,2013-06-07 12:30:00+00:00,-100.0,2013,2,6,Friday
11.1B,USD,2013-06-07 15:00:00,13.4B,worse,Low,Consumer Credit m/m,8.4B,better,23,2013-06-07 19:00:00+00:00,-17.16,2013,2,6,Friday
10.9%,USD,2013-05-28 09:00:00,10.2%,better,Medium,S&P/CS Composite-20 HPI y/y,9.4%,accurate,22,2013-05-28 13:00:00+00:00,6.86,2013,2,5,Tuesday
76.2,USD,2013-05-28 10:00:00,70.7,better,High,CB Consumer Confidence,69.0,better,22,2013-05-28 14:00:00+00:00,7.78,2013,2,5,Tuesday
